GeneTag,PHI,log10.PHI,Std.Error,log10.Std.Error,0.025,0.975,log10.0.025,log10.0.975,,
snf-6,0.931999922,-0.035883825,2.08E-05,1.72E-05,0.765284862,1.091229982,-0.11617688,0.03791629,,
Y67D2.4,0.835302651,-0.083408646,2.41E-05,1.43E-05,0.598700021,1.059538932,-0.222790777,0.025116919,,
Y67D2.4,0.636712492,-0.211064801,3.22E-05,2.40E-05,0.339677015,0.949412927,-0.46893384,-0.022544912,,
Y67D2.5,1.038202286,0.010073913,3.13E-05,1.61E-05,0.752398195,1.321088133,-0.123552297,0.12093179,,
cisd-3.2,1.14499402,0.053377606,3.58E-05,1.39E-05,0.803606556,1.513008523,-0.094956546,0.179841373,,
ddx-35,1.230982661,0.086520836,2.25E-05,1.48E-05,1.072604227,1.427590459,0.030439504,0.154603536,,
Y67D2.7,1.03406918,0.010755011,2.64E-05,1.18E-05,0.783264714,1.288973055,-0.106091438,0.110243835,,
Y67D2.2,0.783521354,-0.111085117,2.16E-05,1.45E-05,0.57415903,0.976593867,-0.240967856,-0.010286007,,
rep-1,1.152348399,0.059306651,2.14E-05,9.64E-06,0.96572843,1.350642604,-0.015144993,0.130540426,,
rep-1,1.067528367,0.024750344,2.48E-05,1.23E-05,0.840792565,1.302263625,-0.075311138,0.114698879,,
Y22D7AL.7,1.30550468,0.112205118,2.78E-05,1.29E-05,1.086101384,1.566160247,0.035870184,0.194836196,,
sms-3,0.893242776,-0.054391578,2.40E-05,1.53E-05,0.666291022,1.096987636,-0.17633628,0.040201732,,
sms-3,0.865089059,-0.06969481,2.54E-05,1.78E-05,0.62086052,1.090863779,-0.20700596,0.03777052,,
sms-3,0.847409487,-0.079564288,2.60E-05,1.92E-05,0.596367551,1.074624052,-0.224486053,0.031256462,,
sms-3,0.825760245,-0.094095044,2.81E-05,2.43E-05,0.555182905,1.058690236,-0.255564129,0.024768897,,
sms-3,1.067691445,0.021296645,3.57E-05,1.68E-05,0.724694084,1.402545451,-0.139845332,0.146916943,,
Y22D7AL.6,0.924748242,-0.041830171,3.22E-05,1.77E-05,0.619540907,1.219890361,-0.207930176,0.086320798,,
Y22D7AL.6,1.050764918,0.013566612,3.66E-05,1.79E-05,0.677968689,1.390579114,-0.168790464,0.143195699,,
Y22D7AL.9,0.799768925,-0.10115578,1.80E-05,1.38E-05,0.627229038,0.937496208,-0.202574041,-0.028030493,,
Y22D7AL.10,2.908082724,0.458297461,0.000104174,1.29E-05,2.307916669,4.12287668,0.363220121,0.615200116,,
hsp-60,2.41173315,0.379534632,6.21E-05,9.30E-06,2.132191036,3.194630227,0.328826113,0.504420596,,
hsp-60,2.397897959,0.376782537,6.45E-05,9.73E-06,2.075485651,3.188240019,0.317119735,0.50355091,,
hsp-60,1.958291769,0.288957894,4.93E-05,9.73E-06,1.637441368,2.5747896,0.21416575,0.410741746,,
Y22D7AL.4,0.897758186,-0.051858809,2.29E-05,1.50E-05,0.682781324,1.088507135,-0.165718473,0.03683127,,
Y22D7AL.11,0.80509758,-0.101666123,2.29E-05,1.98E-05,0.587904814,0.990548807,-0.230693181,-0.004124136,,
Y22D7AL.3,2.395488977,0.374364883,7.60E-05,1.30E-05,1.816164182,3.333665977,0.259155106,0.522922056,,
Y22D7AL.12,1.274779201,0.098421708,4.50E-05,1.59E-05,0.854042753,1.739725623,-0.06852039,0.240480741,,
Y22D7AL.13,1.781341553,0.241985843,6.72E-05,1.88E-05,1.212496888,2.501013333,0.083680527,0.398116006,,
Y22D7AL.1,1.952443957,0.2866427,5.51E-05,1.15E-05,1.520424863,2.630618362,0.181964949,0.420057845,,
cht-4,0.74087882,-0.138948396,2.43E-05,2.05E-05,0.488688365,0.949662544,-0.310968924,-0.022430763,,
Y22D7AL.15,1.074900985,0.024512773,3.72E-05,1.58E-05,0.733078649,1.455652371,-0.134849553,0.163057671,,
Y22D7AL.16,1.36190474,0.131040499,3.19E-05,1.06E-05,1.074648402,1.694548653,0.031266389,0.229054042,,
Y22D7AR.3,0.888940752,-0.066524893,4.42E-05,2.45E-05,0.465207784,1.335788689,-0.33235308,0.125737685,,
glb-30,0.969777346,-0.020251637,2.85E-05,1.82E-05,0.709259513,1.224475223,-0.14919484,0.087949995,,
Y22D7AR.6,1.062764168,0.021382583,2.60E-05,1.61E-05,0.836655057,1.29159934,-0.077453572,0.111127778,,
Y22D7AR.7,1.150193572,0.058985345,1.81E-05,8.89E-06,0.999369234,1.316890375,-0.000274037,0.119549618,,
Y22D7AR.14,0.484346777,-0.327073187,2.08E-05,2.21E-05,0.256814142,0.671079903,-0.590381133,-0.173225769,,
srd-64,1.156104922,0.057191335,2.84E-05,1.79E-05,0.925287371,1.395210601,-0.033723401,0.144639766,,
fbxa-74,1.148933768,0.057492662,2.47E-05,1.03E-05,0.918470961,1.391568156,-0.036934571,0.143504407,,
Y22D7AR.10,1.377985001,0.130132824,5.63E-05,1.79E-05,0.8666083,1.973755684,-0.062177156,0.295293389,,
fbxa-13,0.491493553,-0.322193354,2.24E-05,2.36E-05,0.250580666,0.70157992,-0.601052442,-0.153923012,,
Y22D7AR.2,0.825336397,-0.085069567,1.38E-05,7.97E-06,0.685966982,0.942473652,-0.163696792,-0.025730782,,
Y22D7AR.12,0.990442097,-0.054678418,9.99E-05,4.29E-05,0.324471088,2.21750104,-0.488824246,0.345862929,,
ser-4,1.152769566,0.057174712,2.52E-05,1.57E-05,0.957420322,1.369443638,-0.018897471,0.136544163,,
Y46E12A.3,0.868694365,-0.068949386,2.89E-05,1.84E-05,0.574253011,1.128510503,-0.24089712,0.052505575,,
Y46E12A.5,1.120210409,0.03561027,5.47E-05,2.24E-05,0.618652281,1.684433311,-0.208553498,0.22645382,,
Y46E12A.2,1.342897058,0.123727441,3.61E-05,1.27E-05,1.014078594,1.699938762,0.006071613,0.230433265,,
cnc-6,1.028326988,-0.000101156,4.77E-05,2.11E-05,0.591716371,1.512566444,-0.227887058,0.179714348,,
tbx-43,1.085717916,0.031852033,2.64E-05,1.25E-05,0.845566626,1.330443265,-0.072852167,0.123996359,,
Y39A3CL.4,1.209563136,0.080296338,2.39E-05,9.33E-06,0.992201873,1.443019032,-0.003399957,0.159272059,,
Y39A3CL.4,1.221215725,0.083083227,2.59E-05,1.35E-05,1.009407001,1.458582217,0.004066312,0.163930906,,
Y39A3CL.4,1.233309865,0.088443808,2.48E-05,1.03E-05,1.022218086,1.471991329,0.009543527,0.167905252,,
Y39A3CL.3,1.521797538,0.172364563,6.54E-05,1.88E-05,0.950987901,2.211223708,-0.021825008,0.344632663,,
rimb-1,1.260258794,0.095327869,2.26E-05,1.91E-05,1.129014535,1.42689339,0.052699532,0.154391526,,
clp-4,1.224182725,0.086282104,1.93E-05,7.87E-06,1.064318766,1.420225288,0.027071719,0.15235724,,
clp-4,1.180104852,0.069557868,2.09E-05,1.04E-05,1.007079123,1.368123237,0.003063553,0.136125186,,
pvf-1,1.068259001,0.022359785,2.86E-05,1.82E-05,0.818893909,1.319659303,-0.086772365,0.120461779,,
Y39A3CL.7,0.6630252,-0.186826661,2.22E-05,1.91E-05,0.42422593,0.848333441,-0.372402895,-0.071433414,,
Y39A3CL.7,0.633376539,-0.207481906,2.30E-05,1.96E-05,0.379403092,0.8325613,-0.420899248,-0.079583781,,
Y39A3CL.1,0.908287287,-0.044899344,1.89E-05,1.17E-05,0.734520949,1.078769262,-0.133996257,0.032928563,,
pqn-82,1.85594666,0.264894754,4.32E-05,1.26E-05,1.536494899,2.340573267,0.186530993,0.36932224,,
hlh-33,0.880425394,-0.062127113,2.45E-05,1.86E-05,0.654272294,1.084841456,-0.18424178,0.035366266,,
ddp-1,2.738431454,0.432314992,8.95E-05,1.32E-05,2.091693699,3.883469862,0.320498088,0.589219889,,
ttc-7,0.972220004,-0.01550705,1.79E-05,1.30E-05,0.838696868,1.111443098,-0.076394979,0.045887232,,
ttc-7,0.978701353,-0.012762595,2.09E-05,1.23E-05,0.794964995,1.158020142,-0.099652175,0.063716113,,
smi-1,1.123599768,0.046873495,2.78E-05,1.19E-05,0.86385605,1.393300923,-0.063558634,0.144044923,,
smi-1,0.992665052,-0.010476493,3.45E-05,1.66E-05,0.647739099,1.324236153,-0.188599888,0.121965436,,
Y39A3CR.8,0.838810861,-0.082336001,2.67E-05,1.49E-05,0.567823172,1.095567448,-0.245786893,0.039639107,,
Y39A3CR.8,0.837861598,-0.083076559,2.72E-05,1.52E-05,0.561503645,1.095452241,-0.250647423,0.039593443,,
B0524.4,1.059533834,0.022743661,1.80E-05,1.07E-05,0.913096453,1.219610069,-0.039483344,0.08622098,,
B0524.3,1.166180491,0.063721098,2.24E-05,1.21E-05,0.986037504,1.365571876,-0.006106578,0.135314564,,
B0524.5,1.030465007,0.007972062,3.01E-05,1.38E-05,0.741959719,1.33382079,-0.129620176,0.125097472,,
B0524.2,1.361757398,0.130960047,2.84E-05,1.18E-05,1.128670816,1.657012,0.052567283,0.219325572,,
B0524.6,0.552964628,-0.270667583,2.39E-05,2.43E-05,0.292646467,0.770835351,-0.53365709,-0.113038376,,
pqn-41,1.062364459,0.023738747,1.58E-05,1.20E-05,0.964523698,1.172150212,-0.015687098,0.068983265,,
pqn-41,1.070112824,0.026728647,1.61E-05,1.25E-05,0.969065568,1.178474616,-0.013646841,0.071320228,,
pqn-41,0.999908686,-0.002898131,1.65E-05,1.23E-05,0.890162617,1.112722216,-0.050530648,0.046386759,,
pqn-41,1.237359643,0.089614883,2.69E-05,1.04E-05,1.000246722,1.501517455,0.0001071,0.176530385,,
F53A3.5,0.520135522,-0.296053618,2.26E-05,2.36E-05,0.300683737,0.694634823,-0.521890126,-0.158243461,,
F53A3.1,1.175528884,0.062338978,3.71E-05,1.94E-05,0.859347144,1.51575262,-0.065831365,0.180628287,,
polh-1,1.010656953,0.000964499,2.10E-05,1.33E-05,0.837041618,1.185410597,-0.077252959,0.073868805,,
rps-22,3.940714359,0.589202523,0.000165646,1.37E-05,3.170601392,5.829632394,0.501141645,0.765639637,,
rps-22,3.745141745,0.566799521,0.000162813,1.40E-05,2.973396273,5.419651934,0.47325279,0.733971208,,
F53A3.7,1.478194118,0.165323183,4.20E-05,1.24E-05,1.096975399,1.922372239,0.040196782,0.28383734,,
mboa-6,1.104512691,0.041047383,2.11E-05,8.82E-06,0.918459211,1.317378214,-0.036940126,0.119710432,,
mboa-6,1.282461524,0.10564734,2.65E-05,9.29E-06,1.049809516,1.571911531,0.021110505,0.196428087,,
moa-1,1.060074806,0.023884971,1.48E-05,7.99E-06,0.94122555,1.193908938,-0.026306293,0.076971172,,
R155.5,0.759557784,-0.135862246,4.08E-05,2.46E-05,0.388315325,1.171941606,-0.41081553,0.068905721,,
R155.3,1.305907369,0.114814699,1.81E-05,6.37E-06,1.175060603,1.530560436,0.070060264,0.184850448,,
R155.4,1.037810326,0.014671536,1.56E-05,7.60E-06,0.899706823,1.180672013,-0.045899009,0.072129268,,
srd-66,0.950468659,-0.027945673,2.62E-05,1.66E-05,0.713338212,1.185248062,-0.146704513,0.073809254,,
Y39A3B.7,0.695819557,-0.173308983,3.61E-05,2.42E-05,0.351932028,1.069496014,-0.453541964,0.029178829,,
Y39A3B.3,0.410816908,-0.403917283,2.12E-05,2.68E-05,0.189395584,0.611710592,-0.722631448,-0.213454,,
lgc-42,0.89544338,-0.052941632,2.34E-05,1.47E-05,0.680186223,1.096908787,-0.167372215,0.040170514,,
Y39A3B.1,1.220101595,0.084289804,2.36E-05,8.70E-06,1.001893276,1.456706019,0.000821447,0.163371912,,
ckr-2,1.096809506,0.037408728,2.09E-05,1.09E-05,0.922957698,1.277497274,-0.034818206,0.106359982,,
ckr-2,1.054429054,0.017975572,2.40E-05,1.67E-05,0.858624812,1.253494356,-0.066196613,0.098122368,,
ckr-2,1.066005588,0.023836628,2.22E-05,1.41E-05,0.883179564,1.245560292,-0.053951014,0.095364753,,
ckr-2,1.003977299,-0.003095513,2.47E-05,1.49E-05,0.788443087,1.212741965,-0.103229677,0.083768403,,
ckr-2,0.826013565,-0.090197146,2.29E-05,1.94E-05,0.620878109,1.01024428,-0.206993772,0.0044264,,
ckr-2,0.907286704,-0.04689334,2.10E-05,1.51E-05,0.725006196,1.081055722,-0.139658285,0.033848059,,
dpy-1,1.172866106,0.064172745,2.10E-05,1.87E-05,1.05750309,1.322311415,0.024281636,0.121333745,,
dpy-1,1.186861873,0.072109222,1.89E-05,1.08E-05,1.053677462,1.352250477,0.022707684,0.131057141,,
M01E10.3,0.649888337,-0.200604931,3.09E-05,2.24E-05,0.355184727,0.957649159,-0.449546036,-0.018793569,,
Y39A3A.2,0.787743807,-0.11113368,2.65E-05,1.76E-05,0.518779823,1.025731203,-0.285016923,0.011033508,,
ins-16,0.846919119,-0.085202686,4.03E-05,2.18E-05,0.471486697,1.257945659,-0.326530561,0.09966188,,
srz-86,0.487805426,-0.325405449,2.24E-05,2.33E-05,0.248662211,0.700947933,-0.60439066,-0.154314243,,
Y39A3A.3,0.879427135,-0.062497266,2.73E-05,1.68E-05,0.615683279,1.129151457,-0.210642655,0.052752192,,
srz-87,0.468160838,-0.345587462,2.28E-05,2.56E-05,0.226187829,0.68051928,-0.645530991,-0.167159569,,
Y39A3A.4,0.758054674,-0.127538562,2.49E-05,1.71E-05,0.493459688,0.977623987,-0.306748583,-0.009828156,,
cpt-3,1.342976928,0.124421559,2.40E-05,1.49E-05,1.179008162,1.551047821,0.07151681,0.190625188,,
Y48G9A.9,0.990625679,-0.008547857,2.49E-05,1.38E-05,0.762646427,1.212500789,-0.11767676,0.083682029,,
Y48G9A.9,0.98163563,-0.012376504,2.51E-05,1.32E-05,0.748764463,1.211957405,-0.125654776,0.083487357,,
ppk-2,1.369859338,0.133792743,2.72E-05,1.13E-05,1.159463809,1.635948447,0.06425717,0.213769602,,
Y48G9A.7,1.134682655,0.043690752,4.90E-05,2.07E-05,0.67998375,1.628306556,-0.167501483,0.21173614,,
Y48G9A.11,1.309689403,0.114725418,2.60E-05,9.78E-06,1.091003422,1.568014834,0.037826089,0.195350166,,
Y48G9A.6,0.933728099,-0.034019392,2.51E-05,1.25E-05,0.692714931,1.174362879,-0.159445531,0.069802315,,
frl-1,1.147565603,0.058072008,1.71E-05,8.70E-06,1.022280841,1.294617125,0.009570222,0.112141347,,
gcn-1,1.223465085,0.08697895,1.27E-05,4.73E-06,1.134241843,1.378946441,0.054705665,0.139547398,,
Y48G9A.12,0.893232405,-0.05477519,2.66E-05,1.51E-05,0.623544833,1.139177031,-0.205132316,0.05659122,,
C39B5.6,1.006020069,-0.001554928,2.19E-05,1.46E-05,0.817389045,1.190733651,-0.087571189,0.075814627,,
C39B5.5,0.8202824,-0.095381796,3.10E-05,1.94E-05,0.503620632,1.111776342,-0.297896488,0.046017425,,
C39B5.14,1.322584033,0.119212426,2.66E-05,8.82E-06,1.08958034,1.613884155,0.037259258,0.207872348,,
fbxa-8,0.622685373,-0.216677636,2.39E-05,2.21E-05,0.370254882,0.834559678,-0.431499322,-0.078542602,,
fbxa-12,0.715179861,-0.15227139,2.39E-05,1.58E-05,0.469506013,0.939125157,-0.328358841,-0.027276529,,
srd-65,1.0417068,0.014243164,2.46E-05,1.17E-05,0.81760377,1.271642982,-0.087457122,0.104365198,,
fbxa-38,0.615545452,-0.220450073,2.36E-05,1.97E-05,0.359891607,0.837167133,-0.443828358,-0.077187844,,
fbxa-62,0.457201958,-0.354200184,2.11E-05,2.41E-05,0.228762762,0.655312568,-0.64061518,-0.183551507,,
fbxa-47,0.519213259,-0.29812789,2.25E-05,2.42E-05,0.272270997,0.72024264,-0.564998624,-0.142521172,,
C39B5.2,0.627109706,-0.211923212,2.24E-05,2.02E-05,0.385338178,0.821936131,-0.414157981,-0.085161928,,
C39B5.2,0.645910144,-0.197895437,2.24E-05,1.80E-05,0.39603034,0.846355537,-0.402272668,-0.072447169,,
C39B5.10,0.519104064,-0.29901278,2.52E-05,2.32E-05,0.269241147,0.771856621,-0.56985858,-0.112463367,,
srz-56,0.710258782,-0.156167835,2.27E-05,1.84E-05,0.476416941,0.905465099,-0.32201289,-0.043128285,,
srd-67,1.290000796,0.107625686,2.82E-05,1.07E-05,1.050113437,1.573349837,0.021236215,0.196825299,,
T20H9.6,0.606552184,-0.224222049,1.85E-05,1.77E-05,0.384481868,0.754571655,-0.415124285,-0.122299514,,
fbxa-7,0.615756094,-0.2198001,2.35E-05,1.89E-05,0.368009244,0.835985508,-0.434141552,-0.077801252,,
fbxa-68,0.631796122,-0.208236456,2.34E-05,1.86E-05,0.384997247,0.846992153,-0.414542734,-0.07212062,,
fbxa-73,0.751142502,-0.130648285,2.39E-05,1.57E-05,0.504339799,0.968186099,-0.297277038,-0.014041162,,
fbxa-71,0.562493443,-0.261864394,2.40E-05,2.19E-05,0.31336503,0.783097549,-0.503949506,-0.10618414,,
fbxa-43,0.48774448,-0.32551536,2.16E-05,2.39E-05,0.240141989,0.683513503,-0.619532493,-0.165252904,,
fbxa-42,0.544058919,-0.276157081,2.21E-05,2.26E-05,0.313702715,0.742201206,-0.50348176,-0.129478351,,
Y54F10BM.6,0.711483181,-0.158727288,2.85E-05,2.12E-05,0.411656023,0.979058044,-0.385466335,-0.00919156,,
fbxa-9,0.477618396,-0.333577365,2.11E-05,2.24E-05,0.248308,0.671828426,-0.605009294,-0.172741624,,
fbxa-48,0.414107621,-0.397887617,1.97E-05,2.46E-05,0.20490853,0.605063636,-0.688440235,-0.218199084,,
fbxa-39,0.612172782,-0.221721724,2.25E-05,1.82E-05,0.364199949,0.819343956,-0.438660887,-0.086533747,,
Y54F10BM.3,0.946655929,-0.027175894,1.88E-05,1.28E-05,0.786438502,1.102749219,-0.104335234,0.042476759,,
fbxa-219,0.692003787,-0.167414099,2.38E-05,1.71E-05,0.434614537,0.911008162,-0.361895799,-0.040477732,,
Y54F10BM.9,0.908822477,-0.044444457,1.66E-05,1.19E-05,0.768184582,1.035975995,-0.114534415,0.015349691,,
fbxa-1,0.844724894,-0.077816702,2.33E-05,1.29E-05,0.611439456,1.06258951,-0.213649101,0.026365524,,
Y54F10BM.20,0.561407864,-0.26174137,2.28E-05,2.10E-05,0.307704996,0.770276548,-0.51188162,-0.11335333,,
fbxa-66,0.557174325,-0.264416933,2.22E-05,2.04E-05,0.317872822,0.765825582,-0.497746631,-0.11587014,,
iffb-1,1.281971574,0.10692855,1.68E-05,5.81E-06,1.148680116,1.481583081,0.0601991,0.170726003,,
Y54F10BM.12,1.174564242,0.066809677,2.66E-05,1.07E-05,0.92773356,1.432550326,-0.032576865,0.156109888,,
Y54F10BM.13,0.776453793,-0.117700487,2.71E-05,1.76E-05,0.512795284,1.025948194,-0.290055988,0.01112543,,
ppm-1.D,0.680842161,-0.172438562,1.90E-05,1.52E-05,0.479484561,0.837593936,-0.319225372,-0.076966476,,
phf-5,0.918335557,-0.04774157,3.88E-05,2.01E-05,0.539844633,1.306323289,-0.26773123,0.116050668,,
gip-1,0.964699328,-0.017850511,1.69E-05,9.79E-06,0.820983303,1.105292149,-0.08566568,0.043477085,,
gip-1,0.856880248,-0.070380777,1.70E-05,1.25E-05,0.705347653,0.991435819,-0.151596777,-0.003735396,,
gip-1,0.878992677,-0.061006397,2.51E-05,1.37E-05,0.630499383,1.117137145,-0.200315371,0.048106478,,
srd-69,1.186840773,0.069994211,2.73E-05,1.47E-05,0.955462249,1.425309668,-0.019786568,0.153909223,,
H04J21.1,1.000679255,-0.001005117,1.45E-05,7.07E-06,0.868867068,1.13006575,-0.061046664,0.053103712,,
H14E04.2,1.41703248,0.14960438,2.39E-05,8.40E-06,1.235442891,1.684891547,0.091822673,0.22657195,,
H14E04.2,1.422716856,0.151462168,2.38E-05,7.90E-06,1.236666103,1.692151232,0.092252457,0.228439172,,
H14E04.2,1.433284521,0.154818937,2.37E-05,7.35E-06,1.241767448,1.71026265,0.094040263,0.233062747,,
H14E04.2,1.527006984,0.181691736,2.89E-05,9.15E-06,1.30100826,1.88163474,0.114280042,0.274535164,,
H14E04.3,1.355559468,0.128873482,3.28E-05,1.08E-05,1.06874577,1.692181783,0.028874408,0.228447015,,
cic-1,0.700028181,-0.162089065,2.39E-05,1.66E-05,0.458514292,0.921139796,-0.338647153,-0.035674455,,
strm-1,1.050497413,0.016399054,2.65E-05,1.53E-05,0.820640931,1.284544007,-0.085846826,0.10874898,,
mrpl-30,1.369413257,0.133278921,3.33E-05,1.07E-05,1.06837578,1.713282136,0.028724034,0.233828884,,
W04B5.5,0.748146296,-0.135395169,2.57E-05,2.10E-05,0.488940787,0.97243478,-0.310744221,-0.012139517,,
W04B5.3,1.283896565,0.105539933,2.76E-05,1.10E-05,1.046617197,1.555080922,0.019787863,0.191752993,,
W04B5.3,1.244323969,0.091714554,2.70E-05,1.16E-05,1.018396388,1.502837123,0.007916847,0.176911857,,
W04B5.3,1.29947269,0.110693187,2.85E-05,1.11E-05,1.054802481,1.584122912,0.023171131,0.199788865,,
W04B5.2,0.793328941,-0.107763097,2.49E-05,1.78E-05,0.53668271,1.011533615,-0.270282396,0.004980303,,
W04B5.1,0.678428292,-0.177719459,2.62E-05,1.88E-05,0.40730856,0.92449774,-0.390076488,-0.034094163,,
W04B5.6,0.680405378,-0.179093316,2.88E-05,2.19E-05,0.385524969,0.94890877,-0.413949154,-0.022775586,,
E02H9.6,0.565850377,-0.255736977,2.00E-05,1.85E-05,0.337602379,0.740277765,-0.471594581,-0.130605295,,
E02H9.7,0.571613789,-0.258198351,2.90E-05,2.41E-05,0.303896218,0.858737852,-0.517274709,-0.066139417,,
klo-2,1.485928416,0.168848991,2.85E-05,1.28E-05,1.280799744,1.786658862,0.107481231,0.252041633,,
nhr-121,1.031477094,0.010402196,2.22E-05,1.11E-05,0.839152637,1.23278686,-0.076159038,0.090887997,,
nhr-121,1.023665309,0.00684061,2.23E-05,1.18E-05,0.827724316,1.224962166,-0.082114296,0.088122675,,
E02H9.4,0.626342654,-0.218173906,3.15E-05,2.36E-05,0.329642838,0.951847757,-0.481956356,-0.02143251,,
E02H9.3,0.706502855,-0.158337086,2.24E-05,1.81E-05,0.479489296,0.893241912,-0.319221102,-0.049030909,,
E02H9.3,0.719899237,-0.149842367,2.23E-05,1.76E-05,0.480306596,0.910384878,-0.31848145,-0.040775033,,
E02H9.2,0.62999171,-0.211028337,2.63E-05,1.97E-05,0.366539734,0.884529037,-0.435879747,-0.053287911,,
E02H9.9,1.201559305,0.074223794,3.81E-05,1.39E-05,0.852258355,1.597301307,-0.069428749,0.203386846,,
E02H9.1,0.863331854,-0.072032467,3.20E-05,1.76E-05,0.54740689,1.177975705,-0.261690023,0.07113628,,
smg-6,1.427909851,0.151934773,2.29E-05,1.27E-05,1.294871142,1.671323902,0.112226549,0.223060624,,
smg-6,1.435426712,0.155122623,2.20E-05,9.45E-06,1.28783723,1.687599721,0.109860976,0.227269445,,
smg-6,1.47688365,0.166850507,2.86E-05,1.01E-05,1.254587017,1.780682982,0.098500789,0.250586527,,
Y54F10AL.1,1.068792462,0.026028225,2.44E-05,1.00E-05,0.83841173,1.312715091,-0.076542656,0.118170478,,
Y54F10AL.1,0.949379086,-0.026729101,2.59E-05,1.22E-05,0.694829814,1.208453564,-0.158121561,0.08222995,,
Y54F10AM.8,1.384607196,0.139555246,2.60E-05,7.73E-06,1.189495273,1.683071926,0.075362719,0.226102676,,
Y54F10AM.6,0.992420793,-0.0080842,2.77E-05,1.35E-05,0.728651267,1.260954117,-0.137480459,0.100699281,,
rbc-2,0.72999382,-0.13918829,1.44E-05,9.88E-06,0.582855928,0.846003229,-0.234438814,-0.07262798,,
Y54F10AM.15,0.691994548,-0.189834595,5.52E-05,3.26E-05,0.289773634,1.273970685,-0.537941143,0.105158823,,
Y54F10AM.5,1.727380276,0.234394953,4.22E-05,1.00E-05,1.402775141,2.232534786,0.146987986,0.348797724,,
ceh-44,0.985313356,-0.008331464,1.76E-05,8.43E-06,0.821819391,1.15281943,-0.085223616,0.061761284,,
ceh-44,0.980616331,-0.010195216,1.70E-05,7.77E-06,0.815101847,1.144842447,-0.088788128,0.058745723,,
ceh-44,1.19863677,0.076682113,1.74E-05,1.04E-05,1.078980201,1.358114198,0.033013476,0.132936288,,
feh-1,1.185581684,0.072530955,1.89E-05,7.03E-06,1.016593222,1.375384461,0.007147208,0.138424101,,
feh-1,1.211267948,0.080792062,2.23E-05,1.04E-05,1.031703461,1.43473776,0.013554887,0.156772515,,
feh-1,1.14119947,0.055555578,2.08E-05,7.96E-06,0.951942302,1.354396878,-0.021389381,0.131745937,,
feh-1,1.167608738,0.065481074,2.12E-05,8.02E-06,0.979412053,1.3781329,-0.009034562,0.139291099,,
nhr-239,0.856087625,-0.073922746,2.69E-05,1.62E-05,0.595601316,1.111096316,-0.225044395,0.045751662,,
Y54F10AM.11,2.014479637,0.301803023,4.26E-05,9.07E-06,1.711739892,2.580016569,0.233437771,0.411622328,,
Y54F10AR.2,1.047816515,0.016610026,2.56E-05,1.19E-05,0.808169305,1.287817731,-0.092497648,0.1098544,,
Y54F10AR.1,1.168864489,0.064297624,2.82E-05,1.14E-05,0.912542561,1.441121447,-0.039746882,0.158700581,,
Y71H2B.8,0.546993554,-0.273521423,2.29E-05,2.14E-05,0.293419259,0.759731787,-0.532511484,-0.119339704,,
apb-1,1.221369267,0.082443841,3.08E-05,1.37E-05,0.958117818,1.514489387,-0.018581101,0.180266231,,
apb-1,1.136946082,0.054606456,1.59E-05,6.43E-06,0.999938649,1.29860965,-2.67E-05,0.113478597,,
gpa-17,1.243908405,0.092476986,2.43E-05,9.40E-06,1.038110478,1.487973167,0.016243573,0.172595099,,
