,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00199251,2.8339144,1.502796182,0.207106389,7.256155574,3.98E-13,9.27E-13
WBGene00199252,0,NA,NA,NA,NA,NA
WBGene00199253,0.070328278,-3.829751305,0.767195348,-4.991885462,5.98E-07,1.21E-06
WBGene00199254,0.484696073,-1.044847702,0.378954498,-2.757185118,0.005830133,0.006545237
WBGene00199255,0.233895052,-2.096066751,0.522330897,-4.012909757,6.00E-05,9.89E-05
WBGene00199256,0.388782168,-1.362966047,0.482475231,-2.824945117,0.004728872,0.005339954
WBGene00199257,0,NA,NA,NA,NA,NA
WBGene00199258,0.707688891,-0.498812823,0.353022113,-1.412978973,0.157661907,0.165423397
WBGene00199259,1.695402216,0.761627578,0.491769506,1.548749095,0.121442047,0.128033541
WBGene00199260,0.497694392,-1.006667963,0.317337162,-3.172234722,0.001512707,0.001787765
WBGene00199261,0.047033709,-4.410161081,0.95798575,-4.603576912,4.15E-06,7.86E-06
WBGene00199262,0.142789166,-2.80804157,0.686883933,-4.088087426,4.35E-05,7.33E-05
WBGene00199263,0.590843309,-0.759152514,0.318678971,-2.38218578,0.017210213,0.018887019
WBGene00199264,0,NA,NA,NA,NA,NA
WBGene00199265,0,NA,NA,NA,NA,NA
WBGene00199266,0.787062724,-0.34544948,0.324340766,-1.065081901,0.286838869,0.297023451
WBGene00199267,0.118901332,-3.072163218,0.598997684,-5.128839892,2.92E-07,6.02E-07
WBGene00199268,0.060215425,-4.053723083,0.730921152,-5.54604703,2.92E-08,6.32E-08
WBGene00199269,0.122465085,-3.029557606,0.667094325,-4.541423142,5.59E-06,1.04E-05
WBGene00199270,0.407001528,-1.296893883,0.292459323,-4.434441923,9.23E-06,1.68E-05
WBGene00199271,0,NA,NA,NA,NA,NA
WBGene00199272,0.077447406,-3.690639274,0.806302907,-4.57723672,4.71E-06,8.86E-06
WBGene00199273,0.07398612,-3.756601551,0.70086946,-5.359916168,8.33E-08,1.77E-07
WBGene00199274,3.458002953,1.789939101,0.256304319,6.983647823,2.88E-12,6.65E-12
WBGene00199275,0.203612252,-2.29610372,0.479611895,-4.787420297,1.69E-06,3.31E-06
WBGene00199276,0,NA,NA,NA,NA,NA
WBGene00199277,0.288767675,-1.792018839,0.451229318,-3.971414906,7.14E-05,0.000116759
WBGene00199278,0.697355114,-0.520034588,0.266730919,-1.949659943,0.051216664,0.054822062
WBGene00199279,0,NA,NA,NA,NA,NA
WBGene00199280,0.045876196,-4.446110413,0.959616818,-4.633214353,3.60E-06,6.85E-06
WBGene00199281,0.028619368,-5.126864359,1.60510376,-3.194101519,0.001402668,0.001663147
WBGene00199282,0,NA,NA,NA,NA,NA
WBGene00199283,0.934614135,-0.097557239,0.428341542,-0.227755726,0.819836147,0.825620255
WBGene00199284,0.049505592,-4.336264705,1.323411781,-3.276580101,0.001050725,0.001264413
WBGene00199285,0,NA,NA,NA,NA,NA
WBGene00199286,0.010049695,-6.636704483,1.804130092,-3.678617475,0.000234502,0.000325372
WBGene00199287,0.213627636,-2.226829801,0.313149465,-7.111076508,1.15E-12,2.67E-12
WBGene00199288,0.028140038,-5.151231896,1.607335964,-3.204825881,0.001351442,0.001605461
WBGene00199289,0.690642462,-0.533989058,0.436037496,-1.224640227,0.220710804,0.229927648
WBGene00199290,0.588001121,-0.766109189,0.308353414,-2.484516647,0.012972744,0.01431731
WBGene00199291,0.988359255,-0.016892559,0.307760724,-0.054888611,0.956227206,0.95804697
WBGene00199292,0,NA,NA,NA,NA,NA
WBGene00199293,0.805021741,-0.312900349,0.3378192,-0.92623613,0.35432328,0.365159708
WBGene00199294,0.823927698,-0.279410352,0.407301194,-0.686004256,0.492710425,0.503516567
WBGene00199295,0.345737977,-1.532249014,0.563517431,-2.719080068,0.006546376,0.007324786
WBGene00199296,0.514378886,-0.959096671,0.4283113,-2.239251382,0.025139564,0.027252511
WBGene00199297,0.138755262,-2.849385614,0.760271596,-3.747852254,0.000178355,0.000264756
WBGene00199298,0.022271674,-5.48864622,1.579835725,-3.474187939,0.000512402,0.000649219
WBGene00199299,0,NA,NA,NA,NA,NA
WBGene00199300,0.104499403,-3.258433388,0.534892885,-6.091749356,1.12E-09,2.51E-09
WBGene00199301,0.486511371,-1.039454569,0.406841623,-2.554936641,0.010620713,0.011767957
WBGene00199302,0.041179481,-4.601930527,1.374901734,-3.347097771,0.000816624,0.000997478
WBGene00199303,0.017353828,-5.848602248,1.683475754,-3.474123245,0.000512526,0.000649332
WBGene00199304,1.094734859,0.130581497,0.285290174,0.457714667,0.647157449,0.656436099
WBGene00199305,0,NA,NA,NA,NA,NA
WBGene00199306,0.293603784,-1.768057533,0.496868888,-3.558398555,0.000373123,0.000490445
WBGene00199307,0.430806909,-1.214886709,0.374472329,-3.24426297,0.00117755,0.001409541
WBGene00199308,0.288119902,-1.795258778,0.453434129,-3.959249341,7.52E-05,0.000122538
WBGene00199309,0,NA,NA,NA,NA,NA
WBGene00199310,0,NA,NA,NA,NA,NA
WBGene00199311,0.41599538,-1.265360588,0.433613897,-2.918173509,0.003520884,0.004010413
WBGene00199312,0.312174975,-1.679573206,0.347732738,-4.830069252,1.36E-06,2.69E-06
WBGene00199313,0.264648067,-1.917852978,0.479996179,-3.995558847,6.45E-05,0.000106034
WBGene00199314,0.220667384,-2.180054688,0.423130934,-5.152198791,2.57E-07,5.33E-07
WBGene00199315,1.324759322,0.405730279,0.218563366,1.856350802,0.063403572,0.067627586
WBGene00199316,0.081476883,-3.617465396,0.718151684,-5.037188491,4.72E-07,9.64E-07
WBGene00199317,0.092510627,-3.434237086,0.801991475,-4.282136648,1.85E-05,3.26E-05
WBGene00199318,0.561429457,-0.832823335,0.278553394,-2.989815788,0.002791457,0.003202584
WBGene00199319,0.426389188,-1.22975724,0.380074913,-3.235565401,0.001214021,0.001450769
WBGene00199320,0,NA,NA,NA,NA,NA
WBGene00199321,1.603663032,0.681371029,0.42497552,1.603318301,0.108864398,0.114982543
WBGene00199322,0.023585113,-5.405979669,1.432255061,-3.774453181,0.000160359,0.000250564
WBGene00199323,0.729076033,-0.455858819,0.296810893,-1.535856093,0.124573679,0.131287347
WBGene00199324,0.039419312,-4.664953603,1.188893231,-3.923778419,8.72E-05,0.000140955
WBGene00199325,0.08682212,-3.525793535,0.818794836,-4.306076905,1.66E-05,2.94E-05
WBGene00199326,0.350269048,-1.513464589,0.468967889,-3.227224349,0.001249974,0.001490118
WBGene00199327,0.208861549,-2.259381175,0.51047715,-4.426018238,9.60E-06,1.75E-05
WBGene00199328,0,NA,NA,NA,NA,NA
WBGene00199329,1.26957864,0.344349761,0.24899787,1.382942598,0.166682467,0.174657478
WBGene00199330,0.087910527,-3.50782026,0.904885505,-3.876534923,0.000105955,0.000169797
WBGene00199331,0.56556354,-0.822238979,0.235412418,-3.49275958,0.000478057,0.000611861
WBGene00199332,0.071716601,-3.801549074,0.844657993,-4.500696265,6.77E-06,1.25E-05
WBGene00199333,0.322321116,-1.633429388,0.370509947,-4.408597936,1.04E-05,1.88E-05
WBGene00199334,0.159685558,-2.646694254,0.518309969,-5.106392726,3.28E-07,6.76E-07
WBGene00199335,0,NA,NA,NA,NA,NA
WBGene00199336,0.773845908,-0.369881776,0.352004477,-1.050787134,0.293356366,0.303601745
WBGene00199337,0,NA,NA,NA,NA,NA
WBGene00199338,0.532645872,-0.908751416,0.446757321,-2.034105259,0.041940984,0.045065963
WBGene00199339,0,NA,NA,NA,NA,NA
WBGene00199340,0.111944364,-3.159146203,0.988237582,-3.196747686,0.001389864,0.001648786
WBGene00199341,0.003043036,-8.360272875,2.26386071,-3.692927235,0.000221687,0.000310392
WBGene00199342,0.22231553,-2.169319364,0.396740603,-5.467853176,4.56E-08,9.79E-08
WBGene00199343,0.600768863,-0.735118053,0.338148279,-2.173951781,0.029708757,0.032095021
WBGene00199344,0.555267209,-0.848745895,0.349337191,-2.429589284,0.015115941,0.016636441
WBGene00199345,0.055484053,-4.171783002,1.038394013,-4.017533758,5.88E-05,9.71E-05
WBGene00199346,0,NA,NA,NA,NA,NA
WBGene00199347,0.060162797,-4.054984542,1.182302358,-3.429735648,0.00060417,0.000753896
WBGene00199348,0.122610128,-3.027849943,0.70679801,-4.283897099,1.84E-05,3.23E-05
WBGene00199349,0.172071609,-2.538919014,0.574482543,-4.419488534,9.89E-06,1.80E-05
WBGene00199350,0,NA,NA,NA,NA,NA
WBGene00199351,0,NA,NA,NA,NA,NA
WBGene00199352,0,NA,NA,NA,NA,NA
WBGene00199353,0.448675611,-1.156255332,0.389726064,-2.966841172,0.003008763,0.003442639
WBGene00199354,0.092592389,-3.432962576,0.669261265,-5.129480451,2.91E-07,6.00E-07
WBGene00199355,0,NA,NA,NA,NA,NA
WBGene00199356,0.10218998,-3.290674356,0.692167509,-4.754158946,1.99E-06,3.88E-06
WBGene00199357,0,NA,NA,NA,NA,NA
WBGene00199358,0.160411073,-2.640154364,0.573834537,-4.600898329,4.21E-06,7.95E-06
WBGene00199359,0.00908281,-6.782645529,1.831402639,-3.703525038,0.000212624,0.000300127
WBGene00199360,0.706172,-0.501908476,0.44819404,-1.119846388,0.262779228,0.272673723
WBGene00199361,0,NA,NA,NA,NA,NA
WBGene00199362,0.466164469,-1.101089049,0.402726024,-2.734089636,0.006255301,0.007007429
WBGene00199363,0.229276854,-2.124837378,0.632355903,-3.360192207,0.000778883,0.000954484
WBGene00199364,0.072114297,-3.793570871,0.661466731,-5.735089449,9.75E-09,2.14E-08
WBGene00199365,0.326530763,-1.614709176,0.396812637,-4.069197971,4.72E-05,7.90E-05
WBGene00199366,0,NA,NA,NA,NA,NA
WBGene00199367,0.510292977,-0.970602307,0.262972973,-3.690882358,0.000223477,0.000312434
WBGene00199368,0.947081262,-0.078439877,0.300422356,-0.261098668,0.794016419,0.800373921
WBGene00199369,0,NA,NA,NA,NA,NA
WBGene00199370,0.484873311,-1.04432025,0.421496008,-2.47765158,0.013225022,0.014590968
WBGene00199371,1.26833141,0.342931765,0.267199877,1.283427856,0.19934222,0.208126688
WBGene00199372,0,NA,NA,NA,NA,NA
WBGene00199373,0.612161101,-0.708016721,0.271526906,-2.607537985,0.009119595,0.010133217
WBGene00199374,0.567261104,-0.817915151,0.439905671,-1.859296675,0.062985098,0.067186535
WBGene00199375,0.068861529,-3.860157978,1.000156946,-3.859552237,0.000113595,0.000181403
WBGene00199376,0.362926276,-1.462251582,0.368971608,-3.96304634,7.40E-05,0.000120726
WBGene00199377,0,NA,NA,NA,NA,NA
WBGene00199378,0.055689319,-4.166455544,0.768995696,-5.418047938,6.03E-08,1.29E-07
WBGene00199379,0,NA,NA,NA,NA,NA
WBGene00199380,0.32880671,-1.604688355,0.431143016,-3.721939806,0.000197698,0.000284612
WBGene00199381,0.276540776,-1.854435872,0.355799524,-5.212024601,1.87E-07,3.90E-07
WBGene00199382,0.16341623,-2.613376817,0.514002318,-5.084367765,3.69E-07,7.57E-07
WBGene00199383,0.20306977,-2.299952603,0.576702529,-3.988109099,6.66E-05,0.000109242
WBGene00199384,0.351238579,-1.509476779,0.438740168,-3.440480013,0.000580683,0.000727006
WBGene00199385,0.139842039,-2.838129966,0.526615844,-5.389374434,7.07E-08,1.51E-07
WBGene00199386,0.375307626,-1.41385449,0.446933507,-3.163456011,0.001559079,0.001839084
WBGene00199387,0.294920306,-1.761602936,0.400861333,-4.394544429,1.11E-05,2.01E-05
WBGene00199388,0.940388112,-0.088671794,0.429837749,-0.206291313,0.836563364,0.841963495
WBGene00199389,0.492356796,-1.022223923,0.429456326,-2.380274457,0.017299748,0.018982708
WBGene00199390,0.126492311,-2.982878402,0.853297621,-3.495706924,0.000472808,0.000605621
WBGene00199391,0.288452979,-1.793591934,0.388732088,-4.613953901,3.95E-06,7.49E-06
WBGene00199392,0.110063801,-3.183588036,0.591125719,-5.385636141,7.22E-08,1.54E-07
WBGene00199393,0.423396117,-1.239920056,0.427814368,-2.898266512,0.003752316,0.004267038
WBGene00199394,0.781114812,-0.356393476,0.306471605,-1.162892322,0.244873193,0.254549568
WBGene00199395,0,NA,NA,NA,NA,NA
WBGene00199396,0.076480538,-3.708763512,0.553999226,-6.694528323,2.16E-11,4.96E-11
WBGene00199397,0.229811101,-2.121479607,0.419960191,-5.051620727,4.38E-07,8.96E-07
WBGene00199398,0.372074834,-1.426335279,0.410565922,-3.474071285,0.000512625,0.0006494
WBGene00199399,0.461425799,-1.115829425,0.370702381,-3.010041156,0.002612123,0.003004149
WBGene00199400,0.15486876,-2.690881939,0.610962365,-4.404333382,1.06E-05,1.92E-05
WBGene00199401,0.288501005,-1.79335175,0.403003221,-4.449968771,8.59E-06,1.57E-05
WBGene00199402,1.229310687,0.297849578,0.252229405,1.180867782,0.237655252,0.247192195
WBGene00199403,0,NA,NA,NA,NA,NA
WBGene00199404,0.449734947,-1.152853101,0.254780696,-4.524884029,6.04E-06,1.12E-05
WBGene00199405,0.459037777,-1.123315207,0.39924808,-2.813576979,0.004899365,0.005526783
WBGene00199406,3.922926488,1.971930301,0.486436165,4.053831606,5.04E-05,8.40E-05
WBGene00199407,0.062112491,-4.008972771,0.789169729,-5.079988023,3.77E-07,7.74E-07
WBGene00199408,0.066700978,-3.906148275,0.894644417,-4.366146146,1.26E-05,2.27E-05
WBGene00199409,0.041417818,-4.593604647,0.938455476,-4.894856245,9.84E-07,1.96E-06
WBGene00199410,0.02501219,-5.321224805,1.096290015,-4.853847734,1.21E-06,2.40E-06
WBGene00199411,0,NA,NA,NA,NA,NA
WBGene00199412,0.075296414,-3.731275024,0.731137133,-5.10338602,3.34E-07,6.87E-07
WBGene00199413,0.19765781,-2.338923132,0.637937944,-3.666380334,0.000246008,0.000339264
WBGene00199414,0.089501628,-3.481942262,0.733184619,-4.749066158,2.04E-06,3.97E-06
WBGene00199415,0,NA,NA,NA,NA,NA
WBGene00199416,0.573934493,-0.801042014,0.256948852,-3.117515447,0.001823824,0.002131343
WBGene00199417,0.342498688,-1.545829633,0.351703289,-4.395266354,1.11E-05,2.00E-05
WBGene00199418,0.057182149,-4.128291348,1.103457729,-3.741231982,0.00018312,0.000268397
WBGene00199419,0.066799796,-3.904012494,0.668318928,-5.841541108,5.17E-09,1.15E-08
WBGene00199420,0.328587565,-1.605650212,0.335858426,-4.780735232,1.75E-06,3.41E-06
WBGene00199421,2.729189386,1.448472511,0.446086544,3.247066139,0.001166013,0.001396556
WBGene00199422,0.096505128,-3.37325059,0.586496846,-5.751523838,8.84E-09,1.95E-08
WBGene00199423,0.069776454,-3.841115915,0.740707875,-5.18573657,2.15E-07,4.48E-07
WBGene00199424,0.627386269,-0.672574139,0.28628172,-2.349343646,0.018806541,0.020606524
WBGene00199425,0.273311188,-1.871383575,0.619048071,-3.02300203,0.002502806,0.002883088
WBGene00199426,0.385287788,-1.375991637,0.368859677,-3.730393219,0.000191181,0.000276987
WBGene00199427,0.004348105,-7.845397541,2.090311736,-3.753218913,0.000174578,0.000261377
WBGene00199428,0,NA,NA,NA,NA,NA
WBGene00199429,0.137806499,-2.859284166,0.482342155,-5.927916804,3.07E-09,6.83E-09
WBGene00199430,0,NA,NA,NA,NA,NA
WBGene00199431,0,NA,NA,NA,NA,NA
WBGene00199432,4.152627476,2.054024456,0.286248558,7.175667437,7.20E-13,1.67E-12
WBGene00199433,0.209703367,-2.253578071,0.387241217,-5.819571817,5.90E-09,1.31E-08
WBGene00199434,0.714428457,-0.485138549,0.308358552,-1.57329364,0.115650841,0.122039093
WBGene00199435,0.16559853,-2.59423823,0.533442137,-4.863204558,1.16E-06,2.29E-06
WBGene00199436,5.523345868,2.465542471,0.655674701,3.76031356,0.000169701,0.000259572
WBGene00199437,1.213379981,0.279031414,0.226599343,1.231386685,0.218178275,0.227336098
WBGene00199438,0.174247733,-2.520788209,0.444051539,-5.676791967,1.37E-08,3.00E-08
WBGene00199439,0,NA,NA,NA,NA,NA
WBGene00199440,0.444945486,-1.168299506,0.326728777,-3.575747189,0.000349229,0.000461909
WBGene00199441,0.47648373,-1.069501143,0.398332505,-2.684945688,0.007254159,0.008097508
WBGene00199442,0.040437836,-4.628150394,1.0465491,-4.422296475,9.77E-06,1.78E-05
WBGene00199443,0,NA,NA,NA,NA,NA
WBGene00199444,5.178051547,2.372409327,0.438276712,5.413039896,6.20E-08,1.32E-07
WBGene00199445,0,NA,NA,NA,NA,NA
WBGene00199446,0.349654254,-1.515999038,0.379674308,-3.992893402,6.53E-05,0.000107156
WBGene00199447,0.338006599,-1.564876681,0.404495912,-3.868708277,0.000109413,0.000174994
WBGene00199448,0.482041719,-1.052770083,0.355445154,-2.961835521,0.003058111,0.003496832
WBGene00199449,0.412373219,-1.277977453,0.364944957,-3.501836172,0.000462064,0.000593077
WBGene00199450,0.168681655,-2.567625013,0.530071579,-4.843921297,1.27E-06,2.52E-06
WBGene00199451,1.062794344,0.087862455,0.287035898,0.306102672,0.759526474,0.766675403
WBGene00199452,0.043903744,-4.509512204,1.356078877,-3.325405535,0.0008829,0.001072775
WBGene00199453,0,NA,NA,NA,NA,NA
WBGene00199454,0.33851612,-1.56270356,0.325272855,-4.804285195,1.55E-06,3.05E-06
WBGene00199455,0.018161632,-5.782962376,1.675212725,-3.452076438,0.00055629,0.000699187
WBGene00199456,0.616637164,-0.697506253,0.642801223,-1.085104117,0.277875544,0.288006719
WBGene00199457,0.12330213,-3.019730377,0.692321043,-4.36174865,1.29E-05,2.31E-05
WBGene00199458,0.485498376,-1.042461626,0.373133346,-2.793804516,0.005209196,0.005866822
WBGene00199459,1.111393466,0.152369663,0.945650155,0.161126884,0.871993466,0.876273454
WBGene00199460,0.106555173,-3.230327455,0.636625408,-5.074141585,3.89E-07,7.98E-07
WBGene00199461,0.08720678,-3.519415889,0.901815655,-3.902589037,9.52E-05,0.000153272
WBGene00199462,1.376870121,0.461392478,0.294843319,1.564873434,0.117612589,0.124080133
WBGene00199463,0.187467275,-2.415289321,0.437552998,-5.519992617,3.39E-08,7.32E-08
WBGene00199464,0,NA,NA,NA,NA,NA
WBGene00199465,0.187280355,-2.416728521,0.484203293,-4.991144334,6.00E-07,1.22E-06
WBGene00199466,0.031286993,-4.998293177,1.046042831,-4.778287302,1.77E-06,3.45E-06
WBGene00199467,0.071766641,-3.800542787,0.626518726,-6.066128004,1.31E-09,2.94E-09
WBGene00199468,0.024076981,-5.376201666,1.549239014,-3.47022094,0.00052003,0.00065763
WBGene00199469,0,NA,NA,NA,NA,NA
WBGene00199470,0.101507173,-3.300346419,0.84465935,-3.907310586,9.33E-05,0.000150468
WBGene00199471,1.074784699,0.104047688,0.306325604,0.3396637,0.734109801,0.741850757
WBGene00199472,0.188011615,-2.411106303,0.549321856,-4.389241527,1.14E-05,2.05E-05
WBGene00199473,0.587180424,-0.768124223,0.343182743,-2.238236739,0.025205621,0.027321928
WBGene00199474,0.734648184,-0.444874573,0.410720344,-1.083156896,0.278738788,0.288886665
WBGene00199475,3.091678533,1.628390318,0.237970036,6.842837622,7.76E-12,1.79E-11
WBGene00199476,0.489605125,-1.030309436,0.368105095,-2.798954564,0.005126835,0.005777113
WBGene00199477,0.216426042,-2.208053988,0.515351119,-4.284562321,1.83E-05,3.22E-05
WBGene00199478,0.804569569,-0.313710923,0.29438261,-1.065657116,0.28657867,0.296784338
WBGene00199479,0.342597371,-1.545414014,0.518785711,-2.978906284,0.002892792,0.003313873
WBGene00199480,0.856150314,-0.224063982,0.402335128,-0.556908821,0.577589727,0.587915742
WBGene00199481,0.015359877,-6.024689484,1.601830063,-3.761128989,0.000169148,0.000259512
WBGene00199482,0,NA,NA,NA,NA,NA
WBGene00199483,0.221426324,-2.175101352,0.473013774,-4.598389038,4.26E-06,8.04E-06
WBGene00199484,0,NA,NA,NA,NA,NA
WBGene00199485,1.965752131,0.975081418,0.204422184,4.769939349,1.84E-06,3.60E-06
WBGene00199486,0,NA,NA,NA,NA,NA
WBGene00199487,0.144135645,-2.794500934,0.56728923,-4.926060265,8.39E-07,1.68E-06
WBGene00199488,1.592853791,0.671613847,0.305774663,2.196433937,0.028060899,0.030346344
WBGene00199489,0.182047966,-2.45760947,0.459020383,-5.354031245,8.60E-08,1.83E-07
WBGene00199490,0,NA,NA,NA,NA,NA
WBGene00199491,0,NA,NA,NA,NA,NA
WBGene00199492,0.037856147,-4.723328617,1.058985119,-4.460240784,8.19E-06,1.50E-05
WBGene00199493,0.736991015,-0.440281065,0.331921351,-1.326462018,0.184686708,0.193133749
WBGene00199494,0,NA,NA,NA,NA,NA
WBGene00199495,0.171894024,-2.540408709,0.482893971,-5.26080022,1.43E-07,3.01E-07
WBGene00199496,0,NA,NA,NA,NA,NA
WBGene00199497,0,NA,NA,NA,NA,NA
WBGene00199498,1.203727288,0.267508578,0.467097429,0.572704025,0.566845112,0.577210931
WBGene00199499,0.863474049,-0.211775276,0.415456672,-0.509740945,0.610232964,0.620083819
WBGene00199500,0.078466327,-3.671782529,0.647502812,-5.670681983,1.42E-08,3.11E-08
WBGene00199501,0.474414161,-1.07578102,0.431492265,-2.493164091,0.012661032,0.013980522
WBGene00199502,0.277187247,-1.851067215,0.569503852,-3.250315531,0.00115277,0.001381389
WBGene00199503,0.000279034,-11.80727094,5.084455555,-2.322229159,0.0202206,0.022007213
WBGene00199504,0.479950199,-1.05904338,0.360684221,-2.936206575,0.00332253,0.003790525
WBGene00199505,0.183199957,-2.448508926,0.590523287,-4.146337632,3.38E-05,5.76E-05
WBGene00199506,0,NA,NA,NA,NA,NA
WBGene00199507,0.209810601,-2.25284052,0.454368623,-4.958178021,7.12E-07,1.43E-06
WBGene00199508,0.227431769,-2.136494303,0.679982826,-3.141982739,0.001678079,0.001971596
WBGene00199509,1.880427668,0.911060813,0.317425078,2.870160165,0.004102639,0.004652106
WBGene00199510,0,NA,NA,NA,NA,NA
WBGene00199511,0,NA,NA,NA,NA,NA
WBGene00199512,0.054551678,-4.196232612,0.899521854,-4.664959051,3.09E-06,5.91E-06
WBGene00199513,1.245419305,0.316631547,0.320630243,0.987528637,0.323383551,0.333961441
WBGene00199514,0.471721613,-1.083992392,0.281304436,-3.853449342,0.000116465,0.000185767
WBGene00199515,0.553280293,-0.853917557,0.533768381,-1.599790449,0.109645078,0.115792012
WBGene00199516,0.147564406,-2.760583325,0.483063982,-5.714736406,1.10E-08,2.41E-08
WBGene00199517,0.408665913,-1.291006184,0.372364677,-3.467047936,0.000526208,0.000664509
WBGene00199518,0.247600552,-2.013913566,0.465830118,-4.323278995,1.54E-05,2.73E-05
WBGene00199519,0,NA,NA,NA,NA,NA
WBGene00199520,0,NA,NA,NA,NA,NA
WBGene00199521,0.127421792,-2.972316059,0.818682443,-3.63060926,0.000282753,0.000382789
WBGene00199522,0.126949001,-2.977679054,0.54013,-5.512893295,3.53E-08,7.62E-08
WBGene00199523,1.182553734,0.24190574,0.260724301,0.927821991,0.353499915,0.364329686
WBGene00199524,0.09944595,-3.329943575,0.541929199,-6.144609998,8.02E-10,1.80E-09
WBGene00199525,0.111563568,-3.164062116,0.706284045,-4.479871996,7.47E-06,1.37E-05
WBGene00199526,0,NA,NA,NA,NA,NA
WBGene00199527,0,NA,NA,NA,NA,NA
WBGene00199528,0.34510521,-1.534891841,0.405254627,-3.787475179,0.000152186,0.000239232
WBGene00199529,0.053978349,-4.211475339,0.840366831,-5.011472592,5.40E-07,1.10E-06
WBGene00199530,0.386221058,-1.372501268,0.432033276,-3.176841565,0.001488883,0.001760841
WBGene00199531,0.1446761,-2.789101483,0.529704807,-5.265388276,1.40E-07,2.94E-07
WBGene00199532,0.121572095,-3.040115972,0.701256843,-4.335238941,1.46E-05,2.59E-05
WBGene00199533,0.069582765,-3.845126175,1.238670712,-3.104235967,0.001907711,0.002224821
WBGene00199534,0.451446086,-1.147374389,0.392595623,-2.922534851,0.003471948,0.003956201
WBGene00199535,0.095889314,-3.382486142,0.561098485,-6.028328769,1.66E-09,3.71E-09
WBGene00199536,0,NA,NA,NA,NA,NA
WBGene00199537,0,NA,NA,NA,NA,NA
WBGene00199538,0.110674929,-3.17559965,0.827634984,-3.836956764,0.000124568,0.000198014
WBGene00199539,0,NA,NA,NA,NA,NA
WBGene00199540,0,NA,NA,NA,NA,NA
WBGene00199541,4.135608288,2.048099545,0.243250597,8.419710247,3.77E-17,9.03E-17
WBGene00199542,0.02796299,-5.160337569,1.0738118,-4.805625689,1.54E-06,3.03E-06
WBGene00199543,0.016176325,-5.949972266,1.696730478,-3.506727993,0.000453653,0.000583019
WBGene00199544,0.042874551,-4.543734619,1.363657084,-3.332021424,0.000862176,0.00104923
WBGene00199545,0.017100764,-5.869795399,1.686196781,-3.48108564,0.000499386,0.000635887
WBGene00199546,0,NA,NA,NA,NA,NA
WBGene00199547,0.212095182,-2.237216248,0.420319646,-5.322654478,1.02E-07,2.16E-07
WBGene00199548,0.125602124,-2.993067238,0.619058012,-4.834873599,1.33E-06,2.63E-06
WBGene00199549,0.641179556,-0.641199668,0.432873986,-1.481261727,0.138536843,0.145722685
WBGene00199550,0.214264296,-2.222536631,0.519181646,-4.280845917,1.86E-05,3.28E-05
WBGene00199551,0,NA,NA,NA,NA,NA
WBGene00199552,0.081220207,-3.622017491,1.114462522,-3.250012827,0.001153998,0.001382819
WBGene00199553,0.336697108,-1.570476765,0.478526189,-3.281903483,0.001031089,0.001241853
WBGene00199554,0.203829318,-2.294566515,0.442713928,-5.182955331,2.18E-07,4.54E-07
WBGene00199555,0,NA,NA,NA,NA,NA
WBGene00199556,0,NA,NA,NA,NA,NA
WBGene00199557,1.808333198,0.854660529,0.397820427,2.148357577,0.03168536,0.034193029
WBGene00199558,0.23034342,-2.118141708,0.476927855,-4.44122038,8.95E-06,1.63E-05
WBGene00199559,0.454054338,-1.139063134,0.503634366,-2.261686674,0.023716769,0.025732749
WBGene00199560,0,NA,NA,NA,NA,NA
WBGene00199561,2.056674967,1.040313811,0.374140618,2.780542288,0.005426819,0.006104117
WBGene00199562,0.426007896,-1.231047924,0.325675101,-3.77998785,0.000156836,0.000245714
WBGene00199563,1.196482809,0.258799669,0.257395222,1.005456382,0.314677142,0.325160765
WBGene00199564,0,NA,NA,NA,NA,NA
WBGene00199565,0.220613249,-2.180408659,0.438871708,-4.968214214,6.76E-07,1.36E-06
WBGene00199566,0,NA,NA,NA,NA,NA
WBGene00199567,0,NA,NA,NA,NA,NA
WBGene00199568,0.157601403,-2.665647721,0.507695538,-5.250484833,1.52E-07,3.18E-07
WBGene00199569,0.010962081,-6.511334434,1.78203617,-3.653873329,0.000258314,0.000353491
WBGene00199570,0,NA,NA,NA,NA,NA
WBGene00199571,0,NA,NA,NA,NA,NA
WBGene00199572,0.785060502,-0.349124253,0.292062067,-1.195376914,0.231939801,0.241346467
WBGene00199573,0.336338704,-1.572013289,0.389904638,-4.031789148,5.54E-05,9.17E-05
WBGene00199574,0,NA,NA,NA,NA,NA
WBGene00199575,0.150059874,-2.736389843,0.577343791,-4.739619418,2.14E-06,4.16E-06
WBGene00199576,1.991653385,0.993966592,0.353035037,2.815489928,0.004870292,0.005495057
WBGene00199577,0,NA,NA,NA,NA,NA
WBGene00199578,0.023224435,-5.42821272,1.175684257,-4.617066775,3.89E-06,7.38E-06
WBGene00199579,0.41544129,-1.267283485,0.399178056,-3.174732339,0.001499748,0.001773121
WBGene00199580,0.107036591,-3.223824018,0.600039848,-5.372683214,7.76E-08,1.65E-07
WBGene00199581,0,NA,NA,NA,NA,NA
WBGene00199582,0,NA,NA,NA,NA,NA
WBGene00199583,0.634913462,-0.655368128,0.409714694,-1.599571942,0.109693577,0.115840212
WBGene00199584,0,NA,NA,NA,NA,NA
WBGene00199585,0.240341,-2.056845318,0.46791431,-4.395773485,1.10E-05,1.99E-05
WBGene00199586,0,NA,NA,NA,NA,NA
