geneName,WBID
W04B5.3,WBGene00021020
mrpl-30,WBGene00021021
W04B5.5,WBGene00021022
W04B5.6,WBGene00021023
W04C9.2,WBGene00021024
cutl-13,WBGene00021025
W04C9.4,WBGene00021026
W04C9.5,WBGene00021027
W04C9.6,WBGene00021028
W04D12.1,WBGene00021029
W04H10.1,WBGene00021030
W04H10.2,WBGene00021031
clec-118,WBGene00021032
srz-32,WBGene00021033
enu-3.4,WBGene00021034
W05F2.3,WBGene00021035
W05F2.4,WBGene00021036
fbxa-203,WBGene00021037
W05F2.6,WBGene00021038
W05F2.7,WBGene00021039
W05G11.2,WBGene00021040
clp-10,WBGene00021041
btb-5,WBGene00021042
pck-1,WBGene00021043
W05H7.1,WBGene00021044
W05H7.2,WBGene00021045
sedl-1,WBGene00021046
zfp-3,WBGene00021047
W05H9.1,WBGene00021048
W05H9.2,WBGene00021049
W05H9.4,WBGene00021051
W06A11.1,WBGene00021052
gadr-4,WBGene00021053
fbxb-118,WBGene00021054
W06A11.4,WBGene00021055
W06B4.1,WBGene00021056
W06B4.2,WBGene00021057
vps-18,WBGene00021058
atat-2,WBGene00021059
dct-11,WBGene00021060
W06E11.1,WBGene00021061
sbds-1,WBGene00021063
W06H8.2,WBGene00021066
W06H8.4,WBGene00021067
W06H8.6,WBGene00021068
cpr-8,WBGene00021070
W07B8.4,WBGene00021072
nol-2,WBGene00021073
W07E6.2,WBGene00021074
W07E6.5,WBGene00021076
unc-132,WBGene00021078
W08A12.2,WBGene00021079
W08A12.3,WBGene00021080
pals-33,WBGene00021081
zip-11,WBGene00021082
W08E12.2,WBGene00021083
W08E12.3,WBGene00021084
W08E12.4,WBGene00021085
W08E12.5,WBGene00021086
W08E12.6,WBGene00021087
W08E12.7,WBGene00021088
W08E12.8,WBGene00021089
W08E12.9,WBGene00021090
W08F4.1,WBGene00021091
fbxb-34,WBGene00021092
W08F4.3,WBGene00021093
W08F4.5,WBGene00021094
mlt-8,WBGene00021095
W08F4.7,WBGene00021096
cdc-37,WBGene00021097
W08F4.10,WBGene00021099
W08F4.12,WBGene00021101
eri-3,WBGene00021103
W09B6.4,WBGene00021104
W09B7.3,WBGene00021108
W09C3.1,WBGene00021109
W09C3.2,WBGene00021110
W09C3.3,WBGene00021111
W09C3.4,WBGene00021112
gsp-3,WBGene00021113
W09C3.7,WBGene00021114
W09C3.8,WBGene00021115
ncs-6,WBGene00021116
clec-126,WBGene00021117
clec-125,WBGene00021118
W09G12.6,WBGene00021120
W09G12.7,WBGene00021121
W09G12.8,WBGene00021122
W09G12.9,WBGene00021123
W10C4.1,WBGene00021124
ccb-2,WBGene00021125
W10C8.3,WBGene00021126
W10C8.4,WBGene00021127
W10C8.5,WBGene00021128
W10D9.1,WBGene00021129
W10D9.3,WBGene00021131
nfyb-1,WBGene00021132
tomm-22,WBGene00021133
W10G11.1,WBGene00021134
W10G11.2,WBGene00021135
W10G11.3,WBGene00021136
W10G11.4,WBGene00021137
clec-127,WBGene00021138
clec-128,WBGene00021139
clec-134,WBGene00021141
clec-133,WBGene00021142
clec-132,WBGene00021143
clec-130,WBGene00021144
clec-129,WBGene00021145
lgc-45,WBGene00021146
W10G11.19,WBGene00021148
dnc-3,WBGene00021149
Y4C6A.1,WBGene00021151
mgl-3,WBGene00021152
Y4C6A.3,WBGene00021153
Y4C6A.4,WBGene00021154
Y4C6B.1,WBGene00021155
Y4C6B.2,WBGene00021156
Y4C6B.3,WBGene00021157
Y4C6B.4,WBGene00021158
Y4C6B.5,WBGene00021159
gba-4,WBGene00021160
Y4C6B.7,WBGene00021161
Y5H2A.1,WBGene00021162
nhr-275,WBGene00021163
Y5H2B.1,WBGene00021164
Y5H2B.3,WBGene00021165
srbc-42,WBGene00021166
cyp-32B1,WBGene00021167
cyp-33C12,WBGene00021168
srt-40,WBGene00021169
arx-4,WBGene00021170
Y8A9A.2,WBGene00021171
Y8A9A.3,WBGene00021172
Y8A9A.4,WBGene00021173
fbxb-99,WBGene00021174
math-46,WBGene00021175
Y9C9A.1,WBGene00021176
Y9C9A.5,WBGene00021177
Y9C9A.8,WBGene00021178
fbxa-86,WBGene00021179
Y9C9A.13,WBGene00021180
srz-27,WBGene00021181
Y9C9A.16,WBGene00021183
Y9C9A.17,WBGene00021184
Y9C12A.1,WBGene00021185
Y9D1A.1,WBGene00021186
Y9D1A.2,WBGene00021187
Y13C8A.1,WBGene00021188
Y14H12A.1,WBGene00021190
Y14H12B.1,WBGene00021191
Y14H12B.2,WBGene00021192
math-44,WBGene00021193
Y17G9A.2,WBGene00021195
Y17G9A.3,WBGene00021196
Y17G9A.4,WBGene00021197
npp-26,WBGene00021198
Y17G9B.2,WBGene00021199
cyp-31A3,WBGene00021200
Y17G9B.4,WBGene00021201
Y17G9B.5,WBGene00021202
fbxb-77,WBGene00021204
Y17G9B.8,WBGene00021205
ptp-5.3,WBGene00021207
Y18H1A.2,WBGene00021208
hgap-1,WBGene00021209
Y18H1A.4,WBGene00021210
Y18H1A.8,WBGene00021212
Y18H1A.9,WBGene00021213
hasp-2,WBGene00021214
Y18H1A.11,WBGene00021215
mct-1,WBGene00021227
irld-15,WBGene00021232
Y19D10B.4,WBGene00021233
Y19D10B.6,WBGene00021235
pud-1.2,WBGene00021236
crtc-1,WBGene00021237
gap-3,WBGene00021238
Y20F4.4,WBGene00021239
Y22D7AL.1,WBGene00021241
Y22D7AL.3,WBGene00021243
Y22D7AL.4,WBGene00021244
Y22D7AL.6,WBGene00021245
Y22D7AL.7,WBGene00021246
Y22D7AL.9,WBGene00021247
Y22D7AL.10,WBGene00021248
Y22D7AL.11,WBGene00021249
Y22D7AL.12,WBGene00021250
Y22D7AL.13,WBGene00021251
cht-4,WBGene00021252
Y22D7AL.15,WBGene00021253
Y22D7AL.16,WBGene00021254
Y22D7AR.2,WBGene00021256
Y22D7AR.3,WBGene00021257
glb-30,WBGene00021259
Y22D7AR.6,WBGene00021260
Y22D7AR.7,WBGene00021261
fbxa-74,WBGene00021262
Y22D7AR.10,WBGene00021263
fbxa-13,WBGene00021264
Y22D7AR.14,WBGene00021266
Y23B4A.1,WBGene00021267
capa-1,WBGene00021268
Y23H5A.2,WBGene00021269
pid-3,WBGene00021270
spe-47,WBGene00021271
Y23H5B.1,WBGene00021272
Y23H5B.2,WBGene00021273
Y23H5B.3,WBGene00021274
dmsr-2,WBGene00021275
Y23H5B.5,WBGene00021276
Y23H5B.6,WBGene00021277
Y23H5B.7,WBGene00021278
Y23H5B.8,WBGene00021279
ell-1,WBGene00021281
set-21,WBGene00021282
Y24D9A.6,WBGene00021284
Y24D9A.7,WBGene00021285
tald-1,WBGene00021286
Y24D9B.1,WBGene00021287
clec-123,WBGene00021288
Y25C1A.2,WBGene00021289
clec-122,WBGene00021290
clec-121,WBGene00021291
copb-1,WBGene00021292
Y25C1A.6,WBGene00021293
Y25C1A.7,WBGene00021294
Y25C1A.8,WBGene00021295
Y25C1A.13,WBGene00021296
fbxc-55,WBGene00021297
Y27F2A.6,WBGene00021298
Y27F2A.8,WBGene00021299
Y27F2A.9,WBGene00021300
Y32G9A.2,WBGene00021301
Y32G9A.3,WBGene00021302
Y32G9A.5,WBGene00021303
nphp-2,WBGene00021304
zig-11,WBGene00021305
Y32G9B.1,WBGene00021309
Y32H12A.1,WBGene00021310
thoc-5,WBGene00021311
szy-2,WBGene00021312
paqr-2,WBGene00021313
Y32H12A.6,WBGene00021314
Y32H12A.7,WBGene00021315
Y32H12A.8,WBGene00021316
Y34B4A.2,WBGene00021319
Y34B4A.4,WBGene00021320
Y34B4A.5,WBGene00021321
Y34B4A.6,WBGene00021322
Y34B4A.7,WBGene00021323
rga-8,WBGene00021324
Y34B4A.9,WBGene00021325
Y34B4A.10,WBGene00021326
mrpl-38,WBGene00021327
npr-23,WBGene00021328
Y34D9A.3,WBGene00021329
glrx-10,WBGene00021331
Y34D9A.7,WBGene00021332
Y34D9A.8,WBGene00021333
vps-4,WBGene00021334
spp-23,WBGene00021335
Y34F4.1,WBGene00021336
Y34F4.2,WBGene00021337
Y34F4.3,WBGene00021338
Y34F4.4,WBGene00021339
Y34F4.5,WBGene00021340
cutl-23,WBGene00021343
rev-3,WBGene00021344
Y37B11A.3,WBGene00021345
Y37E3.1,WBGene00021346
rpb-10,WBGene00021347
moag-4,WBGene00021348
arl-13,WBGene00021349
Y37E3.8,WBGene00021350
eif-2alpha,WBGene00021351
pcyt-2.1,WBGene00021352
iglr-3,WBGene00021353
fpn-1.1,WBGene00021354
Y37E3.17,WBGene00021355
Y37E11AL.1,WBGene00021357
Y37E11AL.2,WBGene00021358
Y37E11AL.3,WBGene00021359
fmil-1,WBGene00021362
taf-6.2,WBGene00021363
Y37E11AL.9,WBGene00021364
smgl-2,WBGene00021365
Y37E11AM.2,WBGene00021366
Y37E11AM.3,WBGene00021367
best-20,WBGene00021368
siah-1,WBGene00021369
nape-2,WBGene00021370
nape-1,WBGene00021371
ugt-45,WBGene00021372
Y37E11AR.7,WBGene00021373
Y37E11B.1,WBGene00021374
Y37E11B.2,WBGene00021375
blos-7,WBGene00021376
Y37E11B.5,WBGene00021377
Y37E11B.6,WBGene00021378
Y37E11B.7,WBGene00021379
Y37E11B.10,WBGene00021381
Y37F4.1,WBGene00021382
Y37F4.2,WBGene00021383
Y37F4.3,WBGene00021384
Y37F4.4,WBGene00021385
Y37F4.5,WBGene00021386
Y37F4.6,WBGene00021387
Y37F4.7,WBGene00021388
Y38A10A.2,WBGene00021389
fbxa-214,WBGene00021390
smut-1,WBGene00021391
Y38A10A.7,WBGene00021392
Y38C1AA.1,WBGene00021394
pnc-1,WBGene00021395
cutl-24,WBGene00021396
Y38C1AA.6,WBGene00021397
Y38C1AA.7,WBGene00021398
Y38C1AA.9,WBGene00021400
prdx-6,WBGene00021401
Y38C1AA.12,WBGene00021402
Y38C1AB.1,WBGene00021403
trpl-3,WBGene00021404
Y38C1AB.3,WBGene00021405
frm-5.2,WBGene00021406
Y38C1AB.5,WBGene00021407
trpl-4,WBGene00021408
Y38C1BA.1,WBGene00021410
cyp-29A3,WBGene00021412
srt-52,WBGene00021413
Y38C9B.3,WBGene00021414
nsy-4,WBGene00021415
mksr-2,WBGene00021416
nhr-236,WBGene00021417
eri-5,WBGene00021419
trap-3,WBGene00021420
Y38F2AR.3,WBGene00021421
tftc-1,WBGene00021423
ppgn-1,WBGene00021425
Y38F2AR.9,WBGene00021427
Y38F2AR.10,WBGene00021428
Y38F2AR.12,WBGene00021430
Y39A3A.2,WBGene00021433
Y39A3A.3,WBGene00021434
Y39A3A.4,WBGene00021435
Y39A3B.1,WBGene00021436
lgc-42,WBGene00021437
Y39A3B.3,WBGene00021438
ckr-2,WBGene00021439
Y39A3CL.1,WBGene00021440
Y39A3CL.3,WBGene00021441
Y39A3CL.4,WBGene00021442
Y39A3CL.7,WBGene00021443
ttc-7,WBGene00021444
hlh-33,WBGene00021446
Y39A3CR.8,WBGene00021447
Y39D8A.1,WBGene00021448
mltn-7,WBGene00021449
mltn-6,WBGene00021450
mltn-8,WBGene00021451
Y39F10A.1,WBGene00021452
Y39F10A.3,WBGene00021454
rfip-2,WBGene00021456
Y39F10C.1,WBGene00021457
Y39G10AL.1,WBGene00021458
zwl-1,WBGene00021460
nekl-1,WBGene00021461
zeel-1,WBGene00021463
ugt-31,WBGene00021464
ekl-7,WBGene00021465
eif-2gamma,WBGene00021466
Y39G10AR.9,WBGene00021467
epg-2,WBGene00021468
Y39G10AR.11,WBGene00021469
tpxl-1,WBGene00021470
Y39G10AR.15,WBGene00021471
Y39G10AR.16,WBGene00021472
sydn-1,WBGene00021473
dot-1.1,WBGene00021474
tbca-1,WBGene00021475
nsun-4,WBGene00021476
srbc-64,WBGene00021477
Y39H10A.1,WBGene00021478
oac-55,WBGene00021479
Y39H10A.6,WBGene00021482
Y40A1A.2,WBGene00021484
Y40A1A.3,WBGene00021485
lbp-9,WBGene00021486
comt-3,WBGene00021487
srab-23,WBGene00021488
Y40B10A.5,WBGene00021490
comt-4,WBGene00021491
comt-5,WBGene00021492
Y40B10A.9,WBGene00021493
Y40B10B.1,WBGene00021494
sqst-2,WBGene00021495
Y40C5A.3,WBGene00021496
Y40C5A.4,WBGene00021497
Y40C7B.4,WBGene00021500
Y40D12A.1,WBGene00021502
Y41D4A.1,WBGene00021504
Y41D4A.3,WBGene00021505
Y41D4A.4,WBGene00021506
Y41D4A.5,WBGene00021507
Y41D4A.6,WBGene00021508
Y41D4A.7,WBGene00021509
frpr-19,WBGene00021510
Y41D4B.1,WBGene00021511
Y41D4B.4,WBGene00021512
Y41D4B.6,WBGene00021513
Y41D4B.11,WBGene00021514
set-23,WBGene00021515
Y41D4B.14,WBGene00021516
Y41D4B.15,WBGene00021517
hpo-6,WBGene00021518
Y41D4B.17,WBGene00021519
Y41D4B.18,WBGene00021520
nhr-274,WBGene00021522
Y41D4B.24,WBGene00021524
Y41D4B.26,WBGene00021525
Y41G9A.2,WBGene00021526
aakg-3,WBGene00021527
gbb-1,WBGene00021528
Y41G9A.5,WBGene00021529
Y41G9A.6,WBGene00021530
Y42G9A.1,WBGene00021531
Y42G9A.2,WBGene00021532
Y42G9A.3,WBGene00021533
mvk-1,WBGene00021534
wht-7,WBGene00021535
Y42H9AR.1,WBGene00021536
Y42H9AR.2,WBGene00021537
rabs-5,WBGene00021538
Y42H9AR.4,WBGene00021539
Y42H9AR.5,WBGene00021540
Y42H9B.3,WBGene00021541
Y43B11AL.1,WBGene00021542
Y43B11AR.1,WBGene00021543
Y43B11AR.3,WBGene00021544
Y43H11AL.1,WBGene00021545
laat-1,WBGene00021546
Y44E3A.1,WBGene00021547
trx-4,WBGene00021548
cdap-2,WBGene00021549
edc-4,WBGene00021551
zip-4,WBGene00021552
tyr-5,WBGene00021553
Y45G5AL.1,WBGene00021554
Y45G5AM.3,WBGene00021556
Y45G5AM.5,WBGene00021557
Y45G5AM.6,WBGene00021558
Y45G5AM.7,WBGene00021559
coh-4,WBGene00021560
Y45G5AM.9,WBGene00021561
nuo-5,WBGene00021562
Y45G12B.2,WBGene00021563
Y45G12B.3,WBGene00021564
Y45G12C.1,WBGene00021565
Y45G12C.4,WBGene00021567
fbxc-51,WBGene00021576
Y46B2A.2,WBGene00021577
Y46B2A.3,WBGene00021578
clec-73,WBGene00021579
clec-174,WBGene00021580
clec-70,WBGene00021581
clec-71,WBGene00021582
clec-72,WBGene00021583
clec-74,WBGene00021585
clec-75,WBGene00021586
clec-76,WBGene00021587
Y46D2A.1,WBGene00021589
Y46D2A.2,WBGene00021590
Y46D2A.3,WBGene00021591
Y46E12A.2,WBGene00021592
Y46E12A.3,WBGene00021593
tig-3,WBGene00021594
Y46E12BL.2,WBGene00021595
spsb-2,WBGene00021596
spsb-1,WBGene00021597
Y46E12BR.1,WBGene00021598
srt-42,WBGene00021599
Y46H3A.4,WBGene00021600
Y46H3A.5,WBGene00021601
clec-205,WBGene00021602
clec-204,WBGene00021603
Y46H3C.5,WBGene00021605
Y46H3C.6,WBGene00021606
Y46H3C.7,WBGene00021607
Y46H3D.1,WBGene00021608
irld-17,WBGene00021609
nhr-237,WBGene00021610
nhr-238,WBGene00021611
Y46H3D.8,WBGene00021612
ttc-37,WBGene00021613
Y47A7.2,WBGene00021614
Y47D7A.2,WBGene00021616
Y47D7A.3,WBGene00021617
Y47D7A.6,WBGene00021619
Y47D7A.7,WBGene00021620
Y47D7A.9,WBGene00021621
hpo-37,WBGene00021622
Y47D7A.11,WBGene00021623
Y47D7A.12,WBGene00021624
Y47D7A.13,WBGene00021625
rft-2,WBGene00021626
Y47D7A.15,WBGene00021627
Y47D9A.1,WBGene00021628
scpl-3,WBGene00021629
Y47D9A.3,WBGene00021630
Y47D9A.4,WBGene00021631
Y47D9A.5,WBGene00021632
Y47G6A.3,WBGene00021633
rde-10,WBGene00021634
Y47G6A.5,WBGene00021635
pcaf-1,WBGene00021636
Y47G6A.7,WBGene00021637
Y47G6A.9,WBGene00021638
Y47G6A.13,WBGene00021639
Y47G6A.14,WBGene00021640
Y47G6A.15,WBGene00021641
ccep-290,WBGene00021643
Y47G6A.18,WBGene00021644
Y47G6A.19,WBGene00021645
Y47G6A.21,WBGene00021646
Y47G6A.22,WBGene00021647
mis-12,WBGene00021648
Y47G6A.25,WBGene00021649
Y47G6A.26,WBGene00021650
Y47G6A.30,WBGene00021653
Y47G7B.2,WBGene00021654
Y48A5A.1,WBGene00021655
Y48D7A.1,WBGene00021656
Y48G1A.1,WBGene00021657
Y48G1A.2,WBGene00021658
nol-14,WBGene00021660
mbtr-1,WBGene00021661
snpc-3.3,WBGene00021662
Y48G1BL.5,WBGene00021664
Y48G1BL.7,WBGene00021666
snpc-3.2,WBGene00021667
Y48G1BM.2,WBGene00021668
Y48G1BM.6,WBGene00021671
Y48G1BM.7,WBGene00021672
Y48G1BR.1,WBGene00021675
pid-2,WBGene00021676
pgs-1,WBGene00021677
Y48G1C.5,WBGene00021678
Y48G1C.6,WBGene00021679
Y48G1C.8,WBGene00021681
Y48G1C.9,WBGene00021682
Y48G1C.10,WBGene00021683
herc-1,WBGene00021685
Y48G8AL.7,WBGene00021687
Y48G8AL.10,WBGene00021689
Y48G8AL.12,WBGene00021690
Y48G8AL.13,WBGene00021691
Y48G8AL.15,WBGene00021692
Y48G8AR.2,WBGene00021693
Y48G8AR.3,WBGene00021694
gcn-1,WBGene00021697
frl-1,WBGene00021698
Y48G9A.6,WBGene00021700
Y48G9A.7,WBGene00021701
Y48G9A.9,WBGene00021702
cpt-3,WBGene00021703
Y48G9A.11,WBGene00021704
Y48G9A.12,WBGene00021705
srbc-39,WBGene00021706
srbc-38,WBGene00021707
srbc-37,WBGene00021708
ugt-29,WBGene00021709
cyp-33C11,WBGene00021710
wago-11,WBGene00021711
Y49F6A.5,WBGene00021713
cyh-1,WBGene00021714
Y49F6B.2,WBGene00021715
fbxb-112,WBGene00021716
sdz-32,WBGene00021717
Y49F6B.6,WBGene00021718
fbxb-104,WBGene00021719
Y49F6B.8,WBGene00021720
Y49F6B.9,WBGene00021721
srz-5,WBGene00021722
bath-8,WBGene00021723
Y49F6C.2,WBGene00021724
bath-9,WBGene00021725
bath-10,WBGene00021726
bath-23,WBGene00021727
Y49F6C.6,WBGene00021728
Y49F6C.7,WBGene00021729
Y49F6C.8,WBGene00021730
Y49G5A.1,WBGene00021731
Y49G5B.1,WBGene00021732
otub-2,WBGene00021733
Y50C1A.2,WBGene00021734
Y50D4A.1,WBGene00021735
wrb-1,WBGene00021736
Y50D4A.3,WBGene00021737
Y50D4A.4,WBGene00021738
Y50D4A.5,WBGene00021739
Y50D4B.1,WBGene00021740
Y50D4B.2,WBGene00021741
Y50D4B.4,WBGene00021743
clec-203,WBGene00021744
Y50D4B.6,WBGene00021745
Y50D4C.3,WBGene00021748
Y50D4C.5,WBGene00021749
Y50D4C.6,WBGene00021750
Y50D7A.1,WBGene00021751
xpd-1,WBGene00021752
Y50D7A.3,WBGene00021753
hpo-29,WBGene00021754
hpo-38,WBGene00021755
Y50D7A.8,WBGene00021756
taco-1,WBGene00021757
Y50D7A.10,WBGene00021758
Y51F10.2,WBGene00021763
Y51F10.3,WBGene00021764
Y51F10.4,WBGene00021765
hex-4,WBGene00021766
Y51F10.7,WBGene00021768
spe-48,WBGene00021771
math-45,WBGene00021772
fbxb-42,WBGene00021773
fbxb-43,WBGene00021774
Y51H7BR.4,WBGene00021776
Y51H7BR.7,WBGene00021778
Y51H7C.1,WBGene00021779
scl-17,WBGene00021780
Y51H7C.3,WBGene00021781
alkb-1,WBGene00021783
cogc-4,WBGene00021784
Y51H7C.7,WBGene00021785
Y51H7C.8,WBGene00021786
Y51H7C.9,WBGene00021787
Y51H7C.10,WBGene00021788
nol-6,WBGene00021789
Y51H7C.12,WBGene00021790
Y51H7C.13,WBGene00021791
Y52D5A.2,WBGene00021793
Y52E8A.1,WBGene00021794
Y52E8A.2,WBGene00021795
Y52E8A.3,WBGene00021796
plep-1,WBGene00021797
Y52E8A.6,WBGene00021798
Y53G8AL.1,WBGene00021799
Y53G8AL.3,WBGene00021801
Y53G8AM.2,WBGene00021803
Y53G8AM.4,WBGene00021804
Y53G8AM.5,WBGene00021805
Y53G8AM.6,WBGene00021806
Y53G8AM.7,WBGene00021807
Y53G8AM.8,WBGene00021808
Y53G8AR.1,WBGene00021809
phf-15,WBGene00021810
ral-1,WBGene00021811
Y53G8AR.5,WBGene00021812
Y53G8AR.6,WBGene00021813
Y53G8AR.7,WBGene00021814
Y53G8AR.8,WBGene00021815
Y53G8AR.9,WBGene00021816
Y53G8B.1,WBGene00021817
Y53G8B.2,WBGene00021818
Y53G8B.3,WBGene00021819
nipa-1,WBGene00021820
Y54B9A.1,WBGene00021821
txl-1,WBGene00021826
dnc-6,WBGene00021827
Y54E10A.6,WBGene00021828
mrpl-17,WBGene00021829
Y54E10A.10,WBGene00021830
Y54E10A.11,WBGene00021831
Y54E10A.12,WBGene00021832
Y54E10A.13,WBGene00021833
mab-31,WBGene00021834
Y54E10A.17,WBGene00021835
Y54E10BL.1,WBGene00021837
Y54E10BL.3,WBGene00021838
nduf-5,WBGene00021839
pign-1,WBGene00021840
Y54E10BR.2,WBGene00021841
Y54E10BR.3,WBGene00021842
Y54E10BR.4,WBGene00021843
sec-11,WBGene00021844
rpb-7,WBGene00021845
ztf-23,WBGene00021846
Y54F10AL.1,WBGene00021847
nhr-239,WBGene00021848
Y54F10AM.5,WBGene00021849
Y54F10AM.6,WBGene00021850
Y54F10AM.8,WBGene00021852
Y54F10AM.11,WBGene00021853
Y54F10AR.1,WBGene00021854
Y54F10AR.2,WBGene00021855
ppm-1.D,WBGene00021856
iffb-1,WBGene00021857
Y54F10BM.3,WBGene00021858
fbxa-39,WBGene00021859
fbxa-9,WBGene00021860
Y54F10BM.6,WBGene00021861
fbxa-48,WBGene00021862
Y54F10BM.9,WBGene00021863
fbxa-1,WBGene00021864
fbxa-66,WBGene00021865
Y54F10BM.12,WBGene00021866
Y54F10BM.13,WBGene00021867
atln-1,WBGene00021868
vrp-1,WBGene00021869
samt-1,WBGene00021870
dml-1,WBGene00021871
clec-85,WBGene00021872
clec-82,WBGene00021873
Y54G2A.10,WBGene00021875
Y54G2A.11,WBGene00021876
Y54G2A.12,WBGene00021877
Y54G2A.13,WBGene00021878
clec-83,WBGene00021879
Y54G2A.15,WBGene00021880
Y54G2A.16,WBGene00021881
nprt-1,WBGene00021882
Y54G2A.18,WBGene00021883
Y54G2A.19,WBGene00021884
fbxc-45,WBGene00021887
manf-1,WBGene00021888
Y54G2A.26,WBGene00021890
Y54G2A.27,WBGene00021891
Y54G2A.28,WBGene00021892
ndnf-1,WBGene00021893
Y54G2A.32,WBGene00021894
clec-84,WBGene00021895
ser-6,WBGene00021897
Y54G2A.36,WBGene00021898
Y54H5A.1,WBGene00021899
Y54H5A.2,WBGene00021900
rbm-42,WBGene00021901
oxy-4,WBGene00021902
gtf-2H5,WBGene00021904
helq-1,WBGene00021905
Y55B1AR.2,WBGene00021906
Y55B1AR.3,WBGene00021907
Y55B1AR.4,WBGene00021908
Y55B1BL.1,WBGene00021909
stim-1,WBGene00021910
Y55B1BR.1,WBGene00021911
Y55B1BR.2,WBGene00021912
cec-8,WBGene00021913
magu-1,WBGene00021914
Y55D5A.1,WBGene00021915
Y55D5A.2,WBGene00021916
Y55D5A.3,WBGene00021917
Y55D5A.4,WBGene00021918
cutl-25,WBGene00021919
mrps-25,WBGene00021920
rbm-39,WBGene00021921
atg-3,WBGene00021922
Y55F3AM.5,WBGene00021923
immp-2,WBGene00021925
Y55F3AM.9,WBGene00021926
abhd-14,WBGene00021927
Y55F3AM.11,WBGene00021928
dcap-1,WBGene00021929
Y55F3AM.13,WBGene00021930
Y55F3AM.14,WBGene00021931
cox-18,WBGene00021932
Y55F3AR.2,WBGene00021933
cct-8,WBGene00021934
mrpl-46,WBGene00021935
zipt-15,WBGene00021936
Y55F3BR.1,WBGene00021938
Y55F3BR.2,WBGene00021939
lgc-33,WBGene00021941
madf-1,WBGene00021942
Y55F3BR.6,WBGene00021943
lem-4,WBGene00021945
srt-23,WBGene00021947
kvs-5,WBGene00021948
clec-164,WBGene00021949
cutl-26,WBGene00021950
srt-24,WBGene00021951
vha-19,WBGene00021952
Y55H10A.2,WBGene00021953
Y57E12AL.1,WBGene00021956
Y57E12AL.2,WBGene00021957
Y57E12AL.4,WBGene00021958
Y57E12AL.6,WBGene00021959
Y57E12B.1,WBGene00021961
lipl-6,WBGene00021963
Y57E12B.4,WBGene00021964
Y57G7A.1,WBGene00021965
Y57G7A.2,WBGene00021966
Y57G7A.3,WBGene00021967
Y57G7A.5,WBGene00021968
Y57G7A.6,WBGene00021969
srz-64,WBGene00021970
glb-31,WBGene00021972
emc-2,WBGene00021973
Y57G7A.11,WBGene00021974
Y58A7A.1,WBGene00021975
Y58A7A.2,WBGene00021976
Y58A7A.3,WBGene00021977
Y58A7A.4,WBGene00021978
Y58A7A.5,WBGene00021979
glb-32,WBGene00021980
lgc-26,WBGene00021981
npr-5,WBGene00021983
Y59C2A.1,WBGene00021984
Y59C2A.2,WBGene00021985
Y59C2A.3,WBGene00021986
fbxa-40,WBGene00021987
thn-6,WBGene00021992
Y59E9AL.3,WBGene00021993
Y59E9AL.4,WBGene00021994
Y59E9AL.6,WBGene00021996
Y59E9AR.1,WBGene00021997
Y59E9AR.2,WBGene00021998
thn-5,WBGene00021999
Y59E9AR.7,WBGene00022002
npr-22,WBGene00022004
Y59H11AM.1,WBGene00022005
mpst-6,WBGene00022007
Y59H11AM.4,WBGene00022008
catp-7,WBGene00022010
Y59H11AR.3,WBGene00022011
Y59H11AR.4,WBGene00022012
Y60C6A.1,WBGene00022013
Y61A9LA.1,WBGene00022014
Y61A9LA.3,WBGene00022015
Y61A9LA.4,WBGene00022016
Y61A9LA.7,WBGene00022018
sut-2,WBGene00022019
hpo-39,WBGene00022020
Y61A9LA.10,WBGene00022021
Y61A9LA.11,WBGene00022022
Y64H9A.1,WBGene00022023
Y64H9A.2,WBGene00022024
cus-2,WBGene00022025
Y65B4A.2,WBGene00022026
vps-20,WBGene00022027
Y65B4A.4,WBGene00022028
Y65B4A.6,WBGene00022029
Y65B4A.7,WBGene00022030
Y65B4A.8,WBGene00022031
Y65B4A.9,WBGene00022032
Y65B4BL.1,WBGene00022033
deps-1,WBGene00022034
Y65B4BL.3,WBGene00022035
Y65B4BL.4,WBGene00022036
acs-13,WBGene00022037
Y65B4BL.6,WBGene00022038
Y65B4BL.7,WBGene00022039
Y65B4BR.1,WBGene00022040
icd-2,WBGene00022042
psf-3,WBGene00022043
dpm-1,WBGene00022044
mrpl-55,WBGene00022045
Y66H1A.4,WBGene00022046
Y66H1A.5,WBGene00022047
fln-1,WBGene00022048
rep-1,WBGene00022051
Y67D2.2,WBGene00022052
cisd-3.2,WBGene00022053
Y67D2.4,WBGene00022054
Y67D2.5,WBGene00022055
ddx-35,WBGene00022056
Y67D2.7,WBGene00022057
Y67D8A.2,WBGene00022059
dmd-9,WBGene00022060
Y67D8B.1,WBGene00022061
Y67D8B.2,WBGene00022062
nlp-81,WBGene00022063
Y67D8B.5,WBGene00022064
Y67D8C.2,WBGene00022066
Y67D8C.3,WBGene00022067
eel-1,WBGene00022069
Y67D8C.6,WBGene00022070
Y67D8C.7,WBGene00022071
cpg-9,WBGene00022072
Y67D8C.9,WBGene00022073
Y69A2AR.1,WBGene00022074
Y69A2AR.3,WBGene00022075
daao-1,WBGene00022076
vamp-7,WBGene00022077
epg-9,WBGene00022078
Y69A2AR.8,WBGene00022079
Y69A2AR.12,WBGene00022083
sprr-3,WBGene00022086
Y69A2AR.16,WBGene00022087
Y69A2AR.18,WBGene00022089
