Gene ID, elongating embryo, L1 larva, L2 larva, dauer larva, L3 larva, adult
T15B7.14,,0.4,0.4,,,
T15B7.15,2,0.3,0.5,3,0.4,4
lgc-54,0.1,1,1,1,1,0.1
WBGene00020529,6,6,10,0.3,6,9
T15B12.1,65,48,22,11,13,5
T15B12.2,3,2,2,0.1,0.1,0.1
math-42,0.3,0.1,0.8,10,0.6,1
T16A1.2,,0.1,0.3,0.2,1,70
fbxb-37,17,53,26,0.1,21,2
pals-25,18,11,5,9,3,2
fbxb-81,,76,1,,0.1,4
fbxb-82,,2,10,,2,3
fbxb-83,0.6,20,1,0.1,2,22
fbxb-84,0.3,0.8,128,0.4,292,45
adbp-2,,0.7,4,,3,
zig-13,,0.9,2,,,
T17A3.12,,22,1,,0.1,
nmt-1,82,42,71,41,91,141
T17H7.1,0.4,42,4,1,0.3,2
T17H7.7,0.1,29,33,0.6,44,2
ttc-17,54,17,38,22,33,46
T19A5.3,0.1,68,14,23,14,0.8
nhr-219,3,0.1,1,0.4,0.6,0.4
pamn-1,35,13,14,18,19,5
T19B4.3,46,17,84,66,112,49
T19B4.5,40,9,12,13,17,46
best-17,5,20,11,1,1,0.4
T19C3.2,140,5,33,0.1,1,14
T19C3.3,1,148,67,6,11,38
T19C3.4,141,80,44,86,31,17
T19C3.5,0.1,4,2,12,4,2
T19C3.6,1,2,0.7,0.5,0.3,0.1
T19C3.7,0.4,0.5,0.4,0.1,0.2,0.2
ttr-7,13,10,4,8,21,0.6
adt-3,2,6,5,0.1,1,0.2
T19D2.3,2,20,5,11,1,0.1
lgc-32,2,7,100,0.5,5,37
lpr-7,3,21,7,36,12,1
rund-1,5,6,9,6,3,1
T19D7.5,0.4,1,0.7,3,4,0.3
T19D7.6,1,5,5,1,35,0.2
T19D7.7,4,2,0.9,1,0.4,0.8
T19D12.1,0.1,44,16,6,6,5
T19D12.2,4,10,7,0.1,3,0.5
T19D12.3,3,0.9,0.1,0.2,0.3,0.2
T19D12.4,3,30,47,22,65,9
T19D12.5,3,2,2,0.3,2,1
T19D12.6,40,39,32,24,28,12
oig-8,0.6,2,0.4,1,5,16
T19D12.9,0.2,0.2,2,3,0.1,7
T19D12.10,0.2,0.7,2,2,1,0.2
clec-178,0.6,9,13,1,9,10
frpr-18,4,9,2,0.2,0.4,0.1
ugt-9,5,6,6,1,0.8,3
T19H12.2,40,7,20,33,43,493
T19H12.3,13,30,12,0.1,4,3
T19H12.6,4,3,0.5,0.2,14,11
nhr-220,0.1,2,1,0.9,2,0.1
ugt-12,5,22,20,12,39,7
ugt-11,2,2,65,4,0.5,23
ugt-10,2,0.1,2,0.5,0.2,0.3
T20B5.2,1,8,3,7,0.9,0.2
oga-1,23,19,14,16,11,10
T20B6.1,,0.2,22,,,
T20B6.2,,0.5,0.1,,,
T20B6.3,0.7,8,1,2,4,33
trd-1,12,9,15,18,19,14
T20B12.3,38,9,15,28,22,14
T20B12.7,147,95,131,170,103,186
lgc-50,2,13,9,6,6,0.8
T20D4.3,,0.3,0.3,,,
T20D4.5,,0.5,0.1,,1,
arrd-22,0.1,8,10,0.2,4,6
T20D4.7,0.2,1,2,26,0.5,7
T20D4.10,,0.6,1,,10,
T20D4.11,,6,2,,13,
T20D4.12,,0.6,1,,2,11
T20D4.13,,0.5,0.1,,6,
T20D4.15,,1,0.1,,7,
T20D4.17,,0.2,1,,,
T20D4.19,7,0.2,2,0.1,0.9,20
mrrf-1,28,12,17,17,17,11
T20F5.4,8,26,12,127,2,2
T20F5.5,0.6,0.4,0.3,0.2,5,0.5
T20F5.6,28,25,13,14,14,49
T20F5.7,35,28,10,20,17,27
T20F7.1,22,8,7,6,6,23
T20F7.3,1,1,1,0.2,0.5,0.2
T20F7.5,0.2,0.8,2,0.3,1,2
aakg-2,33,29,20,9,19,13
acs-9,0.5,0.6,0.1,1,0.9,8
T20H4.2,0.2,1,0.8,1,0.1,0.4
T20H4.5,124,34,185,73,169,91
fbxa-43,,0.1,1,0.3,0.1,9
fbxa-71,,0.7,0.6,,0.2,
fbxa-73,,0.7,0.2,,10,
fbxa-68,,0.1,,,,
T20H9.6,,0.4,0.2,,0.2,
T21D9.2,,0.6,1,,,
zmp-6,0.6,7,0.1,0.2,0.1,0.2
pqbp-1.1,56,5,12,19,14,24
T21D12.7,9,0.3,0.1,0.6,25,13
sma-10,0.5,11,23,9,3,48
T21D12.11,5,5,0.4,0.2,0.9,0.3
T21D12.12,0.9,30,308,6,21,240
egg-4,1,0.5,0.9,1,2,2
T21E3.2,0.7,0.2,0.3,0.1,2,0.1
T21E12.3,,0.3,0.1,,,
T21E12.5,1,0.3,0.4,2,1,0.6
lgc-53,0.1,2,4,0.3,0.6,3
T21F4.1,13,47,28,47,38,30
T21G5.1,0.1,1,0.3,277,0.1,0.1
T21G5.2,1,11,7,0.1,5,9
smz-2,0.1,14,7,24,0.1,0.2
T21H3.1,10,86,425,8,528,643
cutl-22,10,0.4,2,0.1,0.1,0.3
T21H3.5,0.2,0.6,0.6,0.1,0.3,0.6
T22B2.1,0.1,0.5,1,22,17,0.2
T22B2.2,,0.2,7,0.5,0.3,1
T22B2.5,,0.2,0.1,,0.6,
T22B2.6,,0.4,0.1,,0.7,0.3
T22B7.3,28,12,31,3,22,36
T22B7.4,31,6,4,6,3,3
T22B7.7,0.1,2,5,0.6,1,0.1
T22B11.1,1,0.2,0.4,5,0.1,0.5
WBGene00020677,12,4,1,0.2,0.8,3
T22B11.4,13,75,25,20,19,7
ogdh-1,30,201,171,123,192,159
T22D1.3,24,100,73,87,86,77
ribo-1,253,377,234,91,254,196
T22D1.5,16,2,8,5,13,8
T22D1.8,0.3,0.2,0.1,0.8,0.3,0.6
ruvb-2,38,12,25,33,39,53
T22D1.11,15,5,2,18,17,3
npr-12,8,11,5,0.4,1,6
T22E5.1,5,37,5,0.1,4,16
igdb-3,2,0.4,5,0.7,3,5
T22E5.6,1,5,5,16,2,2
lron-8,6,20,5,73,12,4
dhhc-11,0.1,1,2,1,0.6,0.3
T22F3.2,25,171,14,49,17,43
pygl-1,52,232,176,104,149,528
T22F3.7,2,0.3,0.2,0.4,1,1
T22F3.8,4,0.3,0.3,1,0.1,0.3
T22F3.10,1,0.4,0.3,0.1,0.2,0.4
T22F3.11,,6,21,0.1,0.5,0.9
T22F7.1,10,14,8,4,7,4
T22F7.3,0.2,13,0.2,1,0.7,0.3
T22F7.4,2,45,36,1,4,14
T22F7.5,0.1,7,0.3,0.9,0.5,0.1
T22H9.1,15,21,7,18,8,13
atg-9,35,33,15,25,7,57
wago-10,12,0.1,0.2,0.2,0.1,0.1
dmd-8,0.1,2,0.3,2,0.1,0.3
T23B3.1,13,8,15,29,23,33
T23B3.2,659,93,36,78,26,40
rmd-5,0.1,0.1,0.4,0.2,2,1
ckr-1,0.3,3,8,0.1,0.8,9
T23B3.5,,0.1,23,,168,
T23B3.6,2,4,1,1,0.3,0.6
nspd-4,,0.2,0.3,,0.4,243
phf-30,24,8,10,26,5,13
mrpl-4,33,5,27,23,34,19
mrps-2,52,18,32,40,43,44
natc-1,32,13,24,17,25,37
T23B12.5,0.8,0.7,0.2,1,0.3,0.2
T23B12.6,19,15,16,13,14,29
T23B12.8,0.4,9,17,1,3,10
cnp-3,10,19,10,11,4,14
T23C6.4,37,7,5,9,3,4
npr-21,5,5,2,1,0.9,3
T23E1.1,0.5,0.7,0.9,0.3,0.4,1
T23E1.2,15,0.6,1,2,0.5,2
T23E1.3,0.1,0.6,0.2,0.1,0.2,0.1
T23E7.2,10,138,56,28,71,34
T23F2.2,18,16,5,0.2,0.9,9
T23F2.3,18,66,37,115,65,84
T23F2.4,10,1027,2,1,5,5
T23F2.5,431,24,67,18,63,318
T23F4.2,0.3,173,15,11,15,4
dlhd-1,6,0.7,1,30,0.1,0.2
T23H2.3,11,4,14,15,18,46
mam-8,22,7,1,4,2,0.9
T24A6.1,2,0.3,2,1,2,3
T24A6.7,,0.1,2,0.1,4,12
nhr-221,2,6,17,5,3,12
srbc-67,,0.1,2,,,
nhr-222,,0.4,0.7,,,
grl-31,,19,,,,
T24A6.20,26,13,6,11,5,6
ucr-2.3,7,4,4,20,30,84
T24C4.2,11,0.9,0.5,42,16,26
T24C4.3,0.7,0.2,0.5,2,2,9
T24C4.4,2,5,2,5,2,0.9
T24C4.5,1,1,2,3,3,13
zer-1,62,147,62,60,61,94
ztf-18,18,9,10,9,10,14
T24C12.1,0.1,11,2,2,0.4,0.3
T24C12.3,10,8,15,10,7,14
T24C12.4,2,0.2,0.1,0.7,0.2,0.6
lgc-40,2,5,5,0.9,0.6,5
T24D8.6,0.7,0.1,2,0.2,2,1
eat-17,21,23,27,20,16,20
T24E12.1,0.1,1,1,18,3,5
T24E12.2,1,0.5,1,0.3,0.4,1
T24E12.3,,0.2,0.3,,26,0.2
T24E12.5,0.3,0.6,0.9,0.3,0.2,0.4
T24E12.6,,0.1,0.2,,,
T24E12.10,2,16,1,0.9,0.2,1
T24E12.11,14,0.1,0.1,2,0.6,5
T24G10.2,121,23,26,59,31,58
T24H7.2,68,27,39,74,59,52
T24H7.3,41,9,44,40,45,60
blos-4,136,6,13,23,12,9
tat-4,8,37,9,23,12,19
T25B2.1,0.1,2,0.1,6,2,0.3
T25B2.2,0.3,1,3,2,2,3
T25B6.1,,0.2,0.1,,0.9,
nep-22,0.1,82,24,10,29,4
T25B6.3,,0.2,0.2,,,
T25B6.4,13,3,0.3,0.1,0.6,9
T25B6.5,,0.1,0.2,0.4,0.2,11
T25B6.6,,0.4,0.9,,0.1,0.1
T25D1.1,0.1,0.1,0.1,0.7,0.1,0.8
T25D1.2,,0.7,0.4,0.3,0.2,1
T25D1.3,2,0.8,0.8,1,1,0.7
mrpl-28,55,13,42,39,38,26
T25D3.3,0.3,6,0.2,0.6,3,0.3
T25D3.4,27,11,21,11,14,36
T25D10.1,6,10,13,0.1,1,11
zig-10,38,7,1,10,0.8,93
T25D10.4,93,15,19,74,11,6
btb-2,0.2,0.2,0.4,3,0.4,0.3
T25E4.1,0.1,12,3,0.2,15,0.1
T25E4.2,0.1,0.1,0.5,0.5,1,0.2
T25F10.1,,0.1,,,,
T25F10.3,3,23,13,29,12,4
T25F10.4,0.7,0.1,0.1,0.4,0.8,5
clik-1,143,360,669,81,1014,338
T25G12.1,0.3,0.1,1,0.4,2,0.3
T25G12.2,1,0.2,0.1,0.3,2,1
T25G12.3,0.3,10,3,1,9,2
acdh-7,100,19,96,60,55,101
T25G12.6,0.1,8,0.2,0.5,2,0.1
T25G12.11,5,1,9,13,1,23
T26A5.2,0.9,2,7,4,2,13
algn-1,18,2,13,14,13,24
jhdm-1,46,14,17,18,12,30
T26A5.6,25,12,8,13,8,11
T26A5.8,41,25,34,26,24,91
T26A8.1,30,23,22,28,24,31
tmem-231,23,2,1,1,0.4,35
T26A8.3,0.2,2,0.2,2,2,0.1
T26A8.4,39,39,16,22,14,52
T26C11.4,10,10,5,5,3,7
T26C12.1,33,34,43,18,50,64
T26C12.2,0.3,0.7,0.2,0.2,0.1,0.1
T26C12.3,15,1,0.8,95,2,44
T27A1.2,9,0.8,0.2,8,0.6,0.4
T27A1.3,0.2,0.1,0.7,17,3,10
lgc-34,70,64,26,0.3,3,2
slc-36.2,4,33,9,12,12,6
trak-1,35,124,63,38,59,27
usp-5,33,22,47,30,47,71
spch-3,,0.3,16,,0.8,
T27A3.5,0.1,14,3,0.1,0.1,9
nmrk-1,6,13,12,11,16,15
T27A3.7,11,8,8,14,9,22
T27A10.2,1,7,2,4,0.5,0.8
T27A10.6,0.5,62,6,55,16,4
cgr-1,6,16,31,0.5,6,0.5
nhr-225,5,0.5,0.2,1,0.4,0.3
nhr-226,4,2,0.2,2,0.5,1
nhr-227,0.4,0.1,0.5,1,0.2,0.1
nhr-228,15,14,6,8,5,2
fbxa-137,0.6,0.4,0.3,12,0.2,0.6
T27C4.1,5,2109,96,235,31,21
hpo-36,0.7,18,2,6,2,0.6
srt-61,,0.4,0.1,,0.6,
srt-62,2,0.1,0.7,1,0.7,1
mop-25.3,0.4,2,4,2,4,8
bath-25,,0.1,0.1,,6,
nspd-10,1,108,11,0.2,2,88
T27E4.1,2,5,4,3,1,7
fip-2,32,82,20,8,53,12
T27E4.5,0.2,0.1,0.2,1,0.7,0.5
oac-50,0.3,1,0.6,0.3,1,0.1
T27E4.7,22,229,29,115,16,14
vps-24,100,78,34,41,30,49
shc-2,39,13,10,6,7,4
eif-1,490,32,311,227,270,244
T28A11.2,0.3,26,24,0.3,25,26
T28A11.3,,0.1,0.6,,,
T28A11.4,,0.1,1,,,
T28A11.6,,2,0.1,,2,8
srt-63,,3,1,3,0.8,1
T28A11.16,2,5,3,6,0.4,2
T28A11.17,,0.1,8,,,
T28A11.19,,0.5,6,,,
T28A11.20,,0.1,0.1,,0.1,
fbxa-64,4,17,10,8,6,10
T28B4.1,0.3,14,26,1,9,6
T28B4.2,,0.1,0.4,,0.3,15
ttr-6,203,41,49,81,36,41
hic-1,18,14,5,0.9,1,2
T28C12.1,,0.1,2,,,
T28C12.2,11,3,3,1,0.4,0.2
fbxa-202,,14,,,,
T28C12.4,11,20,11,29,7,8
T28C12.5,,0.1,0.2,,0.2,1
T28C12.6,0.5,3,7,31,5,1
T28D9.1,576,104,239,166,214,334
plpp-1.2,3,17,8,7,6,4
T28D9.4,6,2,4,10,8,40
del-10,11,6,7,0.1,0.9,2
T28D9.9,0.2,0.3,0.1,2,0.1,0.5
T28D9.11,,0.2,0.7,,,
T28F2.1,,0.5,0.3,24,0.3,1
T28F2.2,26,12,10,12,9,7
jmjc-1,23,3,18,7,12,3
acd-5,3,3,2,0.5,2,5
T28F12.1,1,0.9,0.8,0.2,0.5,0.6
T28H11.7,0.1,4,0.2,0.1,2,14
T28H11.8,0.1,10,4,4,0.7,0.4
VC5.2,1,7,40,15,3,30
W01A11.1,9,86,64,58,41,57
dgtr-1,0.5,1,11,0.9,2,9
cpt-6,7,4,17,30,22,10
W01A11.7,5,33,4,101,0.8,2
W01B11.1,,1,0.1,0.3,2,26
sulp-6,0.1,0.4,3,0.2,2,0.2
nol-58,223,126,159,84,147,178
W01B11.6,2,125,41,43,31,36
W01C8.1,,0.6,0.8,,0.1,
set-19,3,12,3,80,2,1
set-20,6,7,2,63,2,0.7
W01C8.5,185,11,32,4,32,4
W01H2.2,,0.2,0.4,,0.3,
W02B3.4,0.7,1,13,4,1,4
W02B3.7,,0.9,7,,,
W02C12.2,0.3,13,40,3,5,25
hlh-30,67,296,27,56,22,22
cytb-5.2,404,120,191,386,172,83
dhod-1,33,13,29,22,41,18
W02D3.4,51,27,18,17,37,33
fnci-1,17,8,6,17,2,8
hrpf-1,43,10,19,15,23,60
W02D3.12,24,31,23,49,25,28
clec-218,42,8,0.1,9,0.4,9
W02D7.3,1,4,3,0.2,10,14
W02D7.4,,29,,,,
W02D7.5,0.8,3,21,8,2,10
W02D7.6,26,13,9,14,9,18
W02D7.8,7,2,0.2,4,0.1,2
W02D7.9,,0.2,3,,0.3,0.6
W02D7.11,188,0.2,2,0.2,252,0.2
W02F12.2,13,19,18,8,9,2
era-1,25,4,2,5,204,11
W02F12.4,28,13,10,15,14,20
dlst-1,113,190,246,77,228,166
sna-1,68,24,25,43,31,60
kel-8,2,6,8,18,15,5
W02G9.3,70,9,8,16,9,9
W02G9.4,0.5,45,5,0.1,9,1
angl-1,9,17,7,12,6,20
W02H5.2,13,5,7,9,11,24
sknr-1,0.2,1,0.4,0.5,1,2
W02H5.8,0.5,3,2,20,4,5
polq-1,0.8,3,5,4,3,8
W03A5.1,1,0.8,0.9,0.5,0.3,0.4
W03A5.2,9,4,10,3,1,4
WBGene00020968,154,8,16,16,15,15
W03A5.6,16,13,9,6,7,31
W03B1.1,0.8,19,19,14,24,11
trpl-2,4,2,4,0.2,0.4,6
W03B1.3,0.4,0.9,1,17,24,2
oac-51,2,0.7,0.1,82,4,5
oac-52,0.4,0.6,0.2,2,1,0.4
W03B1.9,,0.5,0.1,,0.4,0.1
fbxb-55,,5,0.2,,0.1,
W03D2.6,0.9,2,8,0.5,4,0.1
ilys-6,,3,0.3,,0.6,0.5
W03D2.9,0.1,0.3,2,4,0.6,2
W03D8.2,2,3,1,0.4,1,2
W03D8.3,5,3,0.5,10,2,3
W03D8.5,,0.1,72,,,
W03D8.7,,10,,,,
W03D8.8,3,8,2,0.3,0.1,0.8
W03D8.9,0.4,0.2,0.6,572,27,0.5
W03D8.10,,0.5,88,,,
W03F8.2,0.1,0.7,0.2,2,0.2,0.3
W03F8.3,14,9,11,14,13,13
W03F8.4,77,232,57,34,58,82
W03F8.6,4,16,4,11,7,3
gpa-18,2,1,0.7,0.6,2,4
W03F9.1,7,3,10,12,13,33
W03F9.2,10,4,3,7,4,12
W03F9.3,,2,0.2,,1,36
W03F9.4,11,14,2,3,7,28
W03F9.9,,0.3,0.1,8,0.5,0.1
sftb-2,60,24,29,23,35,58
ule-1,19,12,613,0.3,0.2,70
dct-9,,1,25,,,
W03F11.4,3,2,2,0.2,0.1,0.1
W03F11.5,5,0.7,6,0.6,0.5,3
afd-1,65,36,23,12,17,32
W03G1.2,,66,0.1,,,
W03G1.5,0.5,26,1,0.6,1,0.5
pig-1,29,10,3,20,4,4
W03G9.2,0.8,2,5,2,4,7
enu-3.3,2,2,1,2,1,2
W03G9.5,,0.7,6,,,
cil-7,0.2,0.4,0.4,0.1,0.1,3
W04B5.1,25,10,5,54,13,6
W04B5.2,13,4,30,31,2,23
W04B5.3,2,36,21,5,44,27
mrpl-30,24,39,29,23,33,26
W04B5.5,14,5,5,6,8,12
W04B5.6,,0.5,0.1,,0.8,
W04C9.2,253,32,117,53,114,124
cutl-13,0.3,0.2,0.1,10,0.4,2
W04C9.4,75,14,34,33,37,44
W04C9.5,0.2,1,1,4,0.9,2
W04C9.6,0.1,0.5,0.1,0.5,0.7,0.3
W04D12.1,8,1,0.1,0.3,0.2,0.2
W04H10.1,117,0.9,1,3,0.6,6
W04H10.2,12,0.8,0.3,24,13,9
clec-118,1,1,0.1,1,0.2,0.6
enu-3.4,0.2,0.5,1,0.1,1,0.4
W05F2.3,13,3,9,26,18,15
W05F2.4,11,54,25,21,17,6
fbxa-203,2,6,5,0.7,3,3
W05F2.6,3,3,10,4,8,14
W05F2.7,0.1,4,11,0.2,1,12
W05G11.2,1,0.9,1,0.2,2,0.3
clp-10,,0.3,0.7,,0.4,0.4
btb-5,0.1,0.2,0.1,0.1,0.1,0.1
pck-1,6,124,195,76,65,70
W05H7.1,24,13,19,7,5,5
W05H7.2,,8,0.2,,,
sedl-1,25,6,9,5,8,17
zfp-3,15,14,9,8,4,14
W05H9.1,74,57,97,337,78,57
W05H9.2,29,10,10,8,6,9
W05H9.3,140,57,78,97,105,55
W05H9.4,29,7,8,6,6,10
W06A11.1,25,8,7,0.1,3,10
gadr-4,19,0.2,0.4,1,0.4,4
fbxb-118,0.1,0.1,2,0.5,23,10
W06A11.4,4,9,0.8,7,2,4
W06B4.1,2,0.6,2,10,5,3
W06B4.2,11,22,6,8,8,8
vps-18,13,8,7,5,9,13
atat-2,17,23,22,8,9,2
dct-11,0.5,15,13,15,15,13
W06E11.1,24,6,7,14,7,17
sbds-1,23,35,13,22,22,21
W06H8.2,3,1,1,0.1,0.9,0.3
W06H8.4,,0.1,0.3,,0.1,23
W06H8.6,70,319,30,115,21,15
cpr-8,0.4,24,2,0.1,7,0.9
W07B8.4,25,0.4,2,0.1,0.1,0.1
nol-2,63,21,38,34,47,39
W07E6.2,25,16,16,28,20,17
W07E6.3,0.1,2,2,0.2,0.9,0.7
W07E6.5,1,1,5,3,2,7
unc-132,22,77,20,71,28,36
W08A12.2,9,5,33,2,9,33
W08A12.3,28,28,17,7,2,2
pals-33,0.4,0.1,0.3,8,0.2,0.3
zip-11,8,8,2,3,8,4
W08E12.2,,1,3,,0.2,0.5
W08E12.3,,3,5,,0.2,3
W08E12.4,,2,0.1,,0.2,1
W08E12.6,0.6,3,0.5,0.1,0.6,28
W08E12.7,52,107,288,112,288,400
W08E12.8,0.2,4,6,1,12,6
W08F4.1,,0.4,1,,,
fbxb-34,,27,1,,0.6,6
W08F4.3,21,39,75,28,38,144
W08F4.5,2,0.7,4,0.6,0.2,0.2
mlt-8,100,322,33,766,191,3
W08F4.7,,0.2,0.2,,0.1,0.1
cdc-37,61,58,48,37,43,92
W08F4.10,,0.5,0.5,5,0.3,0.8
W08F4.11,5,3,7,3,4,22
W08F4.12,2,0.1,0.5,14,0.5,0.6
eri-3,6,5,5,4,8,18
W09B6.4,5,3,5,6,9,9
W09B6.5,0.1,0.2,0.1,1,0.1,0.1
W09C3.1,,0.1,0.3,,0.1,
W09C3.2,,12,,,,
W09C3.3,0.4,0.3,0.1,0.3,1,4
W09C3.4,23,3,9,13,13,15
gsp-3,,1,0.2,0.2,0.2,181
W09C3.7,,0.4,0.2,0.1,0.2,106
W09C3.8,0.4,0.5,0.1,0.2,0.6,0.2
ncs-6,0.7,28,4,5,1,0.6
clec-126,0.1,1,0.4,0.3,1,1
clec-125,,0.2,0.3,115,0.1,0.1
W09G12.6,,0.1,0.7,,0.1,
W09G12.7,0.1,0.8,0.9,0.1,0.8,0.5
W09G12.8,,0.1,0.5,,0.1,
W09G12.9,3,62,9,18,4,9
W10C4.1,2,3,4,5,1,0.4
ccb-2,1,1,0.1,0.5,0.1,2
W10C8.3,,0.6,5,,0.2,
W10C8.4,7,11,3,0.9,0.5,10
W10C8.5,1,76,33,13,51,7
W10D9.1,,5,4,,5,
W10D9.2,0.2,9,3,9,20,5
W10D9.3,6,3,6,6,3,5
nfyb-1,25,11,9,11,7,22
tomm-22,107,20,77,54,110,46
W10G11.1,0.2,0.3,0.6,0.4,0.3,3
W10G11.2,29,21,0.1,0.7,6,0.6
W10G11.3,22,22,0.1,4,4,0.5
W10G11.4,,0.2,3,,0.1,5
lgc-45,0.4,11,6,13,2,0.3
WBGene00021147,0.8,7,8,4,7,3
W10G11.19,0.9,7,4,5,5,3
dnc-3,93,19,29,19,24,25
mgl-3,0.2,3,10,0.1,0.5,7
Y4C6A.3,3,2,28,13,7,12
Y4C6A.4,,0.4,6,,43,
Y4C6B.1,45,1,7,7,8,44
Y4C6B.2,0.1,20,2,99,7,2
Y4C6B.3,0.2,43,4,8,2,0.1
Y4C6B.4,13,0.9,0.1,0.7,0.1,0.1
Y4C6B.5,21,4,9,16,13,4
gba-4,3,16,6,0.1,15,2
Y4C6B.7,6,147,19,10,10,3
nhr-275,2,1,1,0.4,0.3,0.8
Y5H2B.1,2,1,0.2,1,0.1,0.1
Y5H2B.3,0.1,7,0.1,1,0.7,13
cyp-32B1,1,3,3,3,10,0.1
cyp-33C12,0.1,0.1,0.2,1,0.1,0.2
srt-40,,0.2,0.1,,,
arx-4,91,76,45,26,54,44
Y8A9A.2,0.6,3,0.2,0.1,1,0.3
Y8A9A.3,,10,0.2,,,
Y8A9A.4,,0.1,8,,,
fbxb-99,,0.1,3,,,
math-46,,0.3,0.5,,0.3,0.1
Y9C9A.1,,0.1,0.2,2,0.1,0.2
Y9C9A.5,,2,2,,0.7,
Y9C9A.8,0.5,0.1,4,5,0.1,0.2
fbxa-86,,28,,,,
Y9C9A.13,0.1,1,0.5,0.3,0.5,3
srz-27,,0.1,0.2,,4,
Y9C9A.16,19,65,0.4,0.1,0.1,0.4
Y9C12A.1,2,10,6,7,1,0.9
Y9D1A.1,23,4,2,3,0.6,10
Y9D1A.2,0.3,0.2,2,5,2,3
Y13C8A.1,,0.5,0.1,,1,3
Y13C8A.2,0.3,8,0.3,0.9,1,3
Y14H12A.1,3,6,3,14,0.1,0.5
Y14H12B.1,75,24,14,20,16,65
Y14H12B.2,2,3,9,5,7,14
math-44,2,1,0.6,2,4,2
Y17G9A.2,2,0.5,0.8,0.8,0.1,3
Y17G9A.3,,1,0.3,0.2,0.1,5
Y17G9A.4,,0.8,0.7,,2,0.2
npp-26,2,0.4,0.3,11,0.1,0.5
Y17G9B.2,121,0.9,9,205,94,18
cyp-31A3,1,0.7,2,2,6,4
Y17G9B.4,2,0.5,5,1,2,8
Y17G9B.5,11,20,24,38,13,39
fbxb-77,32,1,0.5,31,0.2,1
Y17G9B.8,24,18,8,22,8,6
WBGene00021206,5,2,3,1,51,4
Y18H1A.1,1,1,0.1,0.5,0.1,0.1
Y18H1A.2,20,9,8,12,8,19
hgap-1,27,21,19,12,16,39
Y18H1A.4,29,18,13,12,15,15
Y18H1A.8,0.4,0.2,0.9,0.2,5,0.7
Y18H1A.9,1,33,7,14,11,0.3
hasp-2,2,2,0.4,0.3,0.1,0.2
Y18H1A.11,0.4,4,2,0.3,0.9,6
irld-15,,0.7,0.4,0.3,0.2,0.5
Y19D10B.6,64,2,0.4,4,0.2,0.8
pud-1.2,0.6,254,246,6,13,0.6
crtc-1,17,90,16,19,12,11
gap-3,16,20,7,7,6,16
Y20F4.4,11,24,9,5,6,26
Y22D7AL.4,0.1,1,0.3,2,0.1,0.3
Y22D7AL.6,11,2,2,8,0.4,1
Y22D7AL.7,7,2,4,4,3,12
Y22D7AL.9,0.5,3,1,11,1,1
Y22D7AL.10,168,31,278,63,317,133
Y22D7AL.11,1,5,3,0.1,1,0.7
cht-4,5,0.5,17,2,2,21
Y22D7AL.15,12,20,38,0.2,18,100
Y22D7AL.16,24,0.6,0.5,0.1,30,0.1
Y22D7AR.2,0.1,0.2,0.4,0.6,0.4,0.5
Y22D7AR.3,,0.1,0.3,,,
glb-30,0.6,0.6,2,5,3,0.2
Y22D7AR.6,7,11,6,10,3,3
Y22D7AR.7,,0.1,0.1,,0.1,6
fbxa-74,0.4,2,0.1,1,0.6,6
Y22D7AR.10,,2,115,,0.2,2
fbxa-13,7,4,3,6,2,0.7
Y22D7AR.12,0.2,0.3,0.2,0.1,2,0.1
Y23B4A.1,4,3,0.2,0.8,0.1,0.5
capa-1,0.9,11,18,0.6,2,24
Y23H5A.2,4,3,3,3,2,19
Y23H5A.3,14,2,22,18,21,94
spe-47,1,0.1,0.5,0.1,3,1
Y23H5B.1,48,3,2,6,2,2
Y23H5B.2,,0.1,0.7,,21,
Y23H5B.3,0.4,2,2,0.2,0.5,0.1
dmsr-2,0.1,10,4,12,2,2
Y23H5B.5,29,6,22,9,17,19
Y23H5B.6,19,23,11,19,15,22
Y23H5B.7,2,0.9,1,15,1,2
Y23H5B.8,12,0.9,2,81,0.8,23
ell-1,40,167,40,43,33,48
set-21,6,3,2,6,2,3
WBGene00021283,2,1,0.2,0.1,0.1,0.4
Y24D9A.6,1,1,0.6,3,0.1,0.3
Y24D9A.7,0.2,0.2,0.1,0.5,0.9,0.1
tald-1,37,40,79,64,97,57
Y24D9B.1,0.1,0.4,3,0.3,1,0.2
clec-123,39,0.2,0.2,0.4,0.1,1
Y25C1A.2,0.1,0.3,1,0.8,2,0.1
copb-1,71,50,79,24,70,61
Y25C1A.6,0.6,1,22,75,101,0.4
Y25C1A.7,26,17,18,12,19,26
Y25C1A.8,9,4,6,4,6,18
Y25C1A.13,39,13,17,35,12,13
fbxc-55,,0.5,,,,
Y27F2A.6,0.3,0.7,0.3,28,0.1,2
Y27F2A.8,8,1,74,0.9,0.3,0.8
Y27F2A.9,,0.2,0.2,,0.8,
Y32G9A.2,2,0.8,4,1,0.8,2
Y32G9A.3,,0.9,0.1,,,
Y32G9A.5,,3,,,,
nphp-2,7,2,1,0.2,0.3,0.6
zig-11,7,26,27,26,33,57
Y32G9B.1,3,2,13,2,3,0.6
Y32H12A.1,0.2,0.2,0.3,0.2,0.8,1
thoc-5,9,12,9,23,4,12
szy-2,66,76,67,80,49,60
paqr-2,45,23,20,26,22,26
Y32H12A.6,16,4,3,8,4,4
Y32H12A.7,26,7,10,17,15,14
