"","WBID","Phi_WholeGenome","elongating.embryo.Ce","L1.larva.Ce","dauer.larva.Ce","adult.Ce","L2L3_larva","PHI_Adult","PHI_Dauer","PHI_Emb","PHI_L1","PHI_L2L3"
"22994","WBGene00022352",1.936573029,478,121,21,5,16,NA,NA,NA,NA,NA
"22995","WBGene00022353",0.701419532,865,3615,1194,28,479,NA,NA,NA,NA,NA
"22996","WBGene00022354",1.377639174,2190,1823,3522,334,1624,NA,NA,NA,NA,NA
"22997","WBGene00022356",1.359326243,4,328,90,0,18,NA,NA,NA,NA,NA
"22998","WBGene00022357",1.449883103,992,435,378,780,334,NA,NA,NA,NA,NA
"22999","WBGene00022358",1.420187354,1853,19374,6582,1253,4226,NA,NA,NA,1.099295378,NA
"23000","WBGene00022358",1.534629822,1853,19374,6582,1253,4226,NA,NA,NA,1.099295378,NA
"23001","WBGene00022360",0.821168542,2927,4524,2664,2825,3852,NA,NA,NA,NA,NA
"23002","WBGene00022360",0.782223701,2927,4524,2664,2825,3852,NA,NA,NA,NA,NA
"23003","WBGene00022360",0.790312707,2927,4524,2664,2825,3852,NA,NA,NA,NA,NA
"23004","WBGene00022361",1.185261846,4946,27231,7264,3930,4817,NA,NA,NA,0.885380507,NA
"23005","WBGene00022361",1.18634367,4946,27231,7264,3930,4817,NA,NA,NA,0.885380507,NA
"23006","WBGene00022363",1.350389481,1912,6385,2549,1145,2282,NA,NA,NA,NA,NA
"23007","WBGene00022363",1.11593771,1912,6385,2549,1145,2282,NA,NA,NA,NA,NA
"23008","WBGene00022365",0.519511104,2023,1182,1060,328,878,NA,NA,NA,NA,NA
"23009","WBGene00022366",0.864991724,803,11934,1709,1078,1843,NA,NA,NA,0.581353962,NA
"23010","WBGene00022367",0.726057231,1407,3132,482,302,751,NA,NA,NA,NA,NA
"23011","WBGene00022368",1.492987394,4157,1807,1550,807,1962,NA,NA,NA,NA,NA
"23012","WBGene00022369",1.370757937,8309,13109,3650,5630,6513,NA,NA,NA,NA,NA
"23013","WBGene00022371",1.207110882,947,890,531,504,1011,NA,NA,NA,NA,NA
"23014","WBGene00022372",1.060879827,1336,1374,636,403,575,NA,NA,NA,NA,NA
"23015","WBGene00022373",0.790178537,3114,2038,1301,684,2946,NA,NA,NA,NA,NA
"23016","WBGene00022374",1.181498051,13,1766,763,14,215,NA,NA,NA,NA,NA
"23017","WBGene00022375",0.897171378,1,201,29,16,98,NA,NA,NA,NA,NA
"23018","WBGene00022376",1.356993198,1426,766,791,503,441,NA,NA,NA,NA,NA
"23019","WBGene00022377",0.773808479,123,131,293,58,136,NA,NA,NA,NA,NA
"23020","WBGene00022378",1.112935901,6014,9583,10233,1627,4209,NA,NA,NA,NA,NA
"23021","WBGene00022378",1.184401393,6014,9583,10233,1627,4209,NA,NA,NA,NA,NA
"23022","WBGene00022379",1.377194881,589,458,355,69,285,NA,NA,NA,NA,NA
"23023","WBGene00022380",1.896145344,7383,9211,7565,3062,10035,NA,NA,NA,NA,NA
"23024","WBGene00022381",1.561449289,6692,14563,3292,2390,5094,NA,NA,NA,NA,NA
"23025","WBGene00022381",1.318216085,6692,14563,3292,2390,5094,NA,NA,NA,NA,NA
"23026","WBGene00022381",1.486935973,6692,14563,3292,2390,5094,NA,NA,NA,NA,NA
"23027","WBGene00022381",1.456055522,6692,14563,3292,2390,5094,NA,NA,NA,NA,NA
"23028","WBGene00022382",1.120381713,173,7110,2864,596,12831,NA,NA,NA,NA,0.356384069
"23029","WBGene00022383",1.307173252,8,1679,364,41,1106,NA,NA,NA,NA,NA
"23030","WBGene00022385",1.386777401,3,65,45,53,120,NA,NA,NA,NA,NA
"23031","WBGene00022386",1.135953665,264,33599,1842,185,485,NA,NA,NA,0.820571005,NA
"23032","WBGene00022386",1.139421463,264,33599,1842,185,485,NA,NA,NA,0.820571005,NA
"23033","WBGene00022386",1.209357858,264,33599,1842,185,485,NA,NA,NA,0.820571005,NA
"23034","WBGene00022386",1.223863721,264,33599,1842,185,485,NA,NA,NA,0.820571005,NA
"23035","WBGene00022388",1.302535534,4118,6692,2784,4112,3050,NA,NA,NA,NA,NA
"23036","WBGene00022389",1.512767196,2286,31115,3404,1465,6338,NA,NA,NA,1.057587743,NA
"23037","WBGene00022389",1.482454777,2286,31115,3404,1465,6338,NA,NA,NA,1.057587743,NA
"23038","WBGene00022389",1.720991254,2286,31115,3404,1465,6338,NA,NA,NA,1.057587743,NA
"23039","WBGene00022390",1.427189112,151,172,808,373,361,NA,NA,NA,NA,NA
"23040","WBGene00022390",1.391555429,151,172,808,373,361,NA,NA,NA,NA,NA
"23041","WBGene00022390",1.393432379,151,172,808,373,361,NA,NA,NA,NA,NA
"23042","WBGene00022391",1.611132383,155,9127,2338,81,767,NA,NA,NA,1.360846877,NA
"23043","WBGene00022391",1.628507376,155,9127,2338,81,767,NA,NA,NA,1.360846877,NA
"23044","WBGene00022391",1.639889598,155,9127,2338,81,767,NA,NA,NA,1.360846877,NA
"23045","WBGene00022391",1.589500189,155,9127,2338,81,767,NA,NA,NA,1.360846877,NA
"23046","WBGene00022391",1.600562811,155,9127,2338,81,767,NA,NA,NA,1.360846877,NA
"23047","WBGene00022391",1.599703074,155,9127,2338,81,767,NA,NA,NA,1.360846877,NA
"23048","WBGene00022392",0.353261262,8,338,147,4,37,NA,NA,NA,NA,NA
"23049","WBGene00022393",0.974072456,2584,9724,8237,4046,4302,NA,NA,NA,NA,NA
"23050","WBGene00022394",1.402445674,3667,1686,750,1109,2899,NA,NA,NA,NA,NA
"23051","WBGene00022395",0.436786324,84,61,107,2,5,NA,NA,NA,NA,NA
"23052","WBGene00022396",0.987879276,16514,14137,1546,63,718,NA,NA,0.817324102,NA,NA
"23053","WBGene00022397",0.552325547,2306,2977,3123,44,1165,NA,NA,NA,NA,NA
"23054","WBGene00022397",0.63002336,2306,2977,3123,44,1165,NA,NA,NA,NA,NA
"23055","WBGene00022398",0.726114035,3742,1507,3157,742,949,NA,NA,NA,NA,NA
"23056","WBGene00022399",0.84222585,467,486,2332,1482,1055,NA,NA,NA,NA,NA
"23057","WBGene00022400",0.909543455,4250,4227,2412,944,1542,NA,NA,NA,NA,NA
"23058","WBGene00022401",0.863796949,11090,10588,8227,1610,4141,NA,NA,NA,NA,NA
"23059","WBGene00022402",1.482625365,2942,2785,2127,1161,2222,NA,NA,NA,NA,NA
"23060","WBGene00022403",0.401047856,2,100,75,0,11,NA,NA,NA,NA,NA
"23061","WBGene00022404",0.803040326,0,72,161,1,14,NA,NA,NA,NA,NA
"23062","WBGene00022405",0.591573834,1,223,306,0,23,NA,NA,NA,NA,NA
"23063","WBGene00022406",0.50849694,3,219,308,0,25,NA,NA,NA,NA,NA
"23064","WBGene00022408",0.848284483,0,297,127,0,28,NA,NA,NA,NA,NA
"23065","WBGene00022409",0.832925856,2,253,333,0,47,NA,NA,NA,NA,NA
"23066","WBGene00022410",1.180021882,26652,144976,15070,369,16051,NA,NA,NA,0.957599699,NA
"23067","WBGene00022411",0.484998256,24,1256,25,13,267,NA,NA,NA,NA,NA
"23068","WBGene00022412",0.690761983,5034,10318,2274,61,1272,NA,NA,NA,0.433299631,NA
"23069","WBGene00022412",0.678665757,5034,10318,2274,61,1272,NA,NA,NA,0.433299631,NA
"23070","WBGene00022413",0.608887553,917,9744,1296,1342,16523,NA,NA,NA,NA,0.091429383
"23071","WBGene00022415",1.669203758,10731,35,41,33,11493,NA,NA,NA,NA,0.887406826
"23072","WBGene00022416",0.939220428,2427,1010,23,30,272,NA,NA,NA,NA,NA
"23073","WBGene00022417",0.951812506,102,120,31,9,413,NA,NA,NA,NA,NA
"23074","WBGene00022418",0.904702246,14183,5085,451,839,616,NA,NA,0.672995627,NA,NA
"23075","WBGene00022419",0.824719429,1179,1182,554,36,264,NA,NA,NA,NA,NA
"23076","WBGene00022419",0.757859886,1179,1182,554,36,264,NA,NA,NA,NA,NA
"23077","WBGene00022420",1.188276887,4059,7029,4935,5347,5879,NA,NA,NA,NA,NA
"23078","WBGene00022420",1.187508345,4059,7029,4935,5347,5879,NA,NA,NA,NA,NA
"23079","WBGene00022421",0.887006223,4,4,6,0,3,NA,NA,NA,NA,NA
"23080","WBGene00022423",1.087520599,4215,32706,2226,187,5946,NA,NA,NA,0.712777197,NA
"23081","WBGene00022423",1.121443868,4215,32706,2226,187,5946,NA,NA,NA,0.712777197,NA
"23082","WBGene00022423",1.112782478,4215,32706,2226,187,5946,NA,NA,NA,0.712777197,NA
"23083","WBGene00022425",0.767600179,3401,16195,2852,3034,6279,NA,NA,NA,0.555562675,NA
"23084","WBGene00022425",0.779612303,3401,16195,2852,3034,6279,NA,NA,NA,0.555562675,NA
"23085","WBGene00022426",0.913022935,809,2543,2446,732,1342,NA,NA,NA,NA,NA
"23086","WBGene00022427",1.421725512,3285,4749,4039,1756,2453,NA,NA,NA,NA,NA
"23087","WBGene00022427",1.546910167,3285,4749,4039,1756,2453,NA,NA,NA,NA,NA
"23088","WBGene00022428",1.174573421,408,552,1001,269,383,NA,NA,NA,NA,NA
"23089","WBGene00022431",1.039716601,28,96,46,28,53,NA,NA,NA,NA,NA
"23090","WBGene00022433",1.060983539,0,3,3,1,5,NA,NA,NA,NA,NA
"23091","WBGene00022434",1.058315158,1921,2991,1819,922,1294,NA,NA,NA,NA,NA
"23092","WBGene00022435",1.32638824,529,3132,984,133,350,NA,NA,NA,NA,NA
"23093","WBGene00022435",1.375543118,529,3132,984,133,350,NA,NA,NA,NA,NA
"23094","WBGene00022438",1.353747368,1,13,2,13,4,NA,NA,NA,NA,NA
"23095","WBGene00022439",1.686636329,3,1195,106,9,19,NA,NA,NA,NA,NA
"23096","WBGene00022440",1.002391815,0,148,24,61,254,NA,NA,NA,NA,NA
"23097","WBGene00022441",1.322392225,45146,7309,27093,36,287,NA,NA,1.183036566,NA,NA
"23098","WBGene00022441",1.358765483,45146,7309,27093,36,287,NA,NA,1.183036566,NA,NA
"23099","WBGene00022442",1.205211759,0,29,0,1,5,NA,NA,NA,NA,NA
"23100","WBGene00022443",1.581007481,3,1,1,2,4,NA,NA,NA,NA,NA
"23101","WBGene00022444",1.56302619,1,6,4,25,3,NA,NA,NA,NA,NA
"23102","WBGene00022445",1.283433437,1,265,1275,70,348,NA,NA,NA,NA,NA
"23103","WBGene00022446",1.245531797,17,5,1,12,1,NA,NA,NA,NA,NA
"23104","WBGene00022447",1.601409078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23105","WBGene00022447",1.545232654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23106","WBGene00022448",1.665104866,944,1405,698,694,909,NA,NA,NA,NA,NA
"23107","WBGene00022452",1.872973442,373,162,347,2575,592,NA,NA,NA,NA,NA
"23108","WBGene00022453",1.349642158,2139,1991,1004,814,2063,NA,NA,NA,NA,NA
"23109","WBGene00022453",1.186424136,2139,1991,1004,814,2063,NA,NA,NA,NA,NA
"23110","WBGene00022454",0.839426458,62,375,466,13,45,NA,NA,NA,NA,NA
"23111","WBGene00022455",1.163276911,1382,2330,2169,1788,1656,NA,NA,NA,NA,NA
"23112","WBGene00022456",1.155027747,7861,25464,9063,4374,6659,NA,NA,NA,NA,NA
"23113","WBGene00022456",1.15492928,7861,25464,9063,4374,6659,NA,NA,NA,NA,NA
"23114","WBGene00022457",0.91245085,2121,1741,3839,482,1348,NA,NA,NA,NA,NA
"23115","WBGene00022458",0.854187012,5816,4455,3372,4423,4447,NA,NA,NA,NA,NA
"23116","WBGene00022459",0.567444503,6564,5522,3705,4103,4678,NA,NA,NA,NA,NA
"23117","WBGene00022459",0.580331683,6564,5522,3705,4103,4678,NA,NA,NA,NA,NA
"23118","WBGene00022460",0.843003035,2468,725,1537,387,1032,NA,NA,NA,NA,NA
"23119","WBGene00022462",1.082399249,693,419,2493,2141,2085,NA,NA,NA,NA,NA
"23120","WBGene00022462",0.930775166,693,419,2493,2141,2085,NA,NA,NA,NA,NA
"23121","WBGene00022463",0.747642457,3984,5065,4749,3056,4830,NA,NA,NA,NA,NA
"23122","WBGene00022465",0.831580937,778,260,169,1,56,NA,NA,NA,NA,NA
"23123","WBGene00022466",0.620475054,2967,3514,2482,1868,1496,NA,NA,NA,NA,NA
"23124","WBGene00022467",1.222770095,7,120,11,67,83,NA,NA,NA,NA,NA
"23125","WBGene00022469",0.789880693,0,1821,363,15,408,NA,NA,NA,NA,NA
"23126","WBGene00022470",0.914323926,3657,2615,2306,892,3028,NA,NA,NA,NA,NA
"23127","WBGene00022471",0.852521002,2432,3071,2790,1581,2994,NA,NA,NA,NA,NA
"23128","WBGene00022472",1.075716615,28,646,1750,18,1124,NA,NA,NA,NA,NA
"23129","WBGene00022473",0.71977371,16068,34271,7340,6162,6407,NA,NA,NA,NA,NA
"23130","WBGene00022474",0.741942406,210,13463,641,340,1613,NA,NA,NA,0.481714487,NA
"23131","WBGene00022475",0.801826,8069,2643,1540,170,919,NA,NA,0.48834902,NA,NA
"23132","WBGene00022475",0.733039737,8069,2643,1540,170,919,NA,NA,0.48834902,NA,NA
"23133","WBGene00022476",0.886846006,5,61,12,0,2,NA,NA,NA,NA,NA
"23134","WBGene00022477",0.541186631,0,16,1,0,5,NA,NA,NA,NA,NA
"23135","WBGene00022478",0.617990255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23136","WBGene00022479",0.666821718,20,115,132,4,53,NA,NA,NA,NA,NA
"23137","WBGene00022481",0.376037538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23138","WBGene00022482",0.662246048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23139","WBGene00022483",0.374529898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23140","WBGene00022484",0.724135518,101,2838,201,40,263,NA,NA,NA,NA,NA
"23141","WBGene00022485",0.641709685,230,600,400,28,365,NA,NA,NA,NA,NA
"23142","WBGene00022486",0.642608762,33,482,57,32,487,NA,NA,NA,NA,NA
"23143","WBGene00022487",0.592398882,38,492,448,54,133,NA,NA,NA,NA,NA
"23144","WBGene00022488",1.291519284,526,883,462,1601,889,NA,NA,NA,NA,NA
"23145","WBGene00022489",1.385899782,3317,8622,3161,1144,2215,NA,NA,NA,NA,NA
"23146","WBGene00022489",1.293516755,3317,8622,3161,1144,2215,NA,NA,NA,NA,NA
"23147","WBGene00022490",1.613217235,7,463,477,484,975,NA,NA,NA,NA,NA
"23148","WBGene00022491",1.262056589,495,1184,1348,885,1047,NA,NA,NA,NA,NA
"23149","WBGene00022492",1.511448026,2493,1816,2242,1081,2554,NA,NA,NA,NA,NA
"23150","WBGene00022493",1.215666056,1605,2744,1650,1119,1913,NA,NA,NA,NA,NA
"23151","WBGene00022494",0.798545957,22,61,5,1,21,NA,NA,NA,NA,NA
"23152","WBGene00022496",0.829189241,3,25,0,0,6,NA,NA,NA,NA,NA
"23153","WBGene00022497",1.677000403,1197,35982,117133,12625,26751,NA,1.120888472,NA,NA,NA
"23154","WBGene00022498",0.777578235,16,502,23,17,16,NA,NA,NA,NA,NA
"23155","WBGene00022499",0.789591968,9928,8099,4075,274,5616,NA,NA,NA,NA,NA
"23156","WBGene00022500",1.582698107,13835,137569,118408,3599,24642,NA,NA,NA,NA,NA
"23157","WBGene00022500",1.627509117,13835,137569,118408,3599,24642,NA,NA,NA,NA,NA
"23158","WBGene00022500",1.628226042,13835,137569,118408,3599,24642,NA,NA,NA,NA,NA
"23159","WBGene00022500",1.329643846,13835,137569,118408,3599,24642,NA,NA,NA,NA,NA
"23160","WBGene00022501",1.278840661,2232,10166,2712,639,2342,NA,NA,NA,1.10757792,NA
"23161","WBGene00022502",0.909683704,3708,2696,1130,421,876,NA,NA,NA,NA,NA
"23162","WBGene00022502",0.82008332,3708,2696,1130,421,876,NA,NA,NA,NA,NA
"23163","WBGene00022503",0.749703228,1003,1086,424,8,128,NA,NA,NA,NA,NA
"23164","WBGene00022504",0.510967553,2386,527,95,15,1781,NA,NA,NA,NA,NA
"23165","WBGene00022505",0.671170831,320,12970,1745,407,10703,NA,NA,NA,NA,NA
"23166","WBGene00022505",1.203172803,320,12970,1745,407,10703,NA,NA,NA,NA,NA
"23167","WBGene00022505",1.218167663,320,12970,1745,407,10703,NA,NA,NA,NA,NA
"23168","WBGene00022505",1.182427168,320,12970,1745,407,10703,NA,NA,NA,NA,NA
"23169","WBGene00022505",1.252928615,320,12970,1745,407,10703,NA,NA,NA,NA,NA
"23170","WBGene00022506",0.472802192,10,800,538,9,56,NA,NA,NA,NA,NA
"23171","WBGene00022506",0.581469119,10,800,538,9,56,NA,NA,NA,NA,NA
"23172","WBGene00022507",0.954712689,8,51,4,82,43,NA,NA,NA,NA,NA
"23173","WBGene00022508",1.190809846,142,226,32,837,42,NA,NA,NA,NA,NA
"23174","WBGene00022509",1.083146214,0,2,0,0,0,NA,NA,NA,NA,NA
"23175","WBGene00022511",0.281808138,5,101,2,0,22,NA,NA,NA,NA,NA
"23176","WBGene00022512",1.373182416,46,15,1,107,5,NA,NA,NA,NA,NA
"23177","WBGene00022515",1.316529512,6270,10905,7672,1089,6412,NA,NA,NA,NA,NA
"23178","WBGene00022517",1.642007232,6415,1778,140,57,8226,NA,NA,NA,NA,NA
"23179","WBGene00022518",1.585933208,21633,83086,6593,1578,10128,NA,NA,NA,1.287806869,NA
"23180","WBGene00022518",1.586572528,21633,83086,6593,1578,10128,NA,NA,NA,1.287806869,NA
"23181","WBGene00022518",1.55463779,21633,83086,6593,1578,10128,NA,NA,NA,1.287806869,NA
"23182","WBGene00022518",1.531578779,21633,83086,6593,1578,10128,NA,NA,NA,1.287806869,NA
"23183","WBGene00022518",1.539430022,21633,83086,6593,1578,10128,NA,NA,NA,1.287806869,NA
"23184","WBGene00022519",1.34140718,2671,11881,2046,165,1889,NA,NA,NA,1.116526842,NA
"23185","WBGene00022519",1.408043981,2671,11881,2046,165,1889,NA,NA,NA,1.116526842,NA
"23186","WBGene00022519",1.24061501,2671,11881,2046,165,1889,NA,NA,NA,1.116526842,NA
"23187","WBGene00022522",1.039521694,45,97,101,0,54,NA,NA,NA,NA,NA
"23188","WBGene00022527",1.031103611,0,880,89,2,143,NA,NA,NA,NA,NA
"23189","WBGene00022528",0.717018843,10,39,179,3,5,NA,NA,NA,NA,NA
"23190","WBGene00022529",0.74427712,0,8,84,1,7,NA,NA,NA,NA,NA
"23191","WBGene00022530",0.532520771,0,839,172,117,73,NA,NA,NA,NA,NA
"23192","WBGene00022531",1.143435478,4444,3812,4593,3853,4432,NA,NA,NA,NA,NA
"23193","WBGene00022532",0.733061552,692,234,2988,2350,753,NA,NA,NA,NA,NA
"23194","WBGene00022533",0.427444577,90,658,689,12,175,NA,NA,NA,NA,NA
"23195","WBGene00022534",0.550617874,4440,3697,3952,916,2090,NA,NA,NA,NA,NA
"23196","WBGene00022536",0.718242586,3,1,2,1,5,NA,NA,NA,NA,NA
"23197","WBGene00022537",0.665391028,3,272,129,4,33,NA,NA,NA,NA,NA
"23198","WBGene00022538",0.805476487,28315,66858,32738,418,14875,NA,NA,NA,NA,NA
"23199","WBGene00022540",0.460932851,5,469,105,1,55,NA,NA,NA,NA,NA
"23200","WBGene00022541",0.929994345,1,17,23,122,81,NA,NA,NA,NA,NA
"23201","WBGene00022542",0.67552799,10,21,185,44,25,NA,NA,NA,NA,NA
"23202","WBGene00022544",0.99449724,38,105,86,2,46,NA,NA,NA,NA,NA
"23203","WBGene00022544",0.99639833,38,105,86,2,46,NA,NA,NA,NA,NA
"23204","WBGene00022546",0.393447369,40,500,2102,16,80,NA,NA,NA,NA,NA
"23205","WBGene00022547",0.452485263,9,412,921,2,28,NA,NA,NA,NA,NA
"23206","WBGene00022547",0.456754535,9,412,921,2,28,NA,NA,NA,NA,NA
"23207","WBGene00022548",0.490140289,157,48,255,22,149,NA,NA,NA,NA,NA
"23208","WBGene00022549",0.500376582,293,581,1195,81,665,NA,NA,NA,NA,NA
"23209","WBGene00022550",0.558005691,4,309,956,3,39,NA,NA,NA,NA,NA
"23210","WBGene00022550",0.579602599,4,309,956,3,39,NA,NA,NA,NA,NA
"23211","WBGene00022551",0.329822928,0,24,18,0,7,NA,NA,NA,NA,NA
"23212","WBGene00022552",0.370496899,5,39,311,1,20,NA,NA,NA,NA,NA
"23213","WBGene00022552",0.509548962,5,39,311,1,20,NA,NA,NA,NA,NA
"23214","WBGene00022553",1.75770998,2,32,1,0,2,NA,NA,NA,NA,NA
"23215","WBGene00022554",1.13169086,3114,3934,2007,618,868,NA,NA,NA,NA,NA
"23216","WBGene00022555",1.195849657,45,23,50,48,44,NA,NA,NA,NA,NA
"23217","WBGene00022556",1.322652578,0,6,1,1,1,NA,NA,NA,NA,NA
"23218","WBGene00022557",0.829302609,774,43,20,77,8,NA,NA,NA,NA,NA
"23219","WBGene00022558",0.735567153,22,28,12,44,5,NA,NA,NA,NA,NA
"23220","WBGene00022559",0.831028223,35,89,11,86,3,NA,NA,NA,NA,NA
"23221","WBGene00022560",0.658173501,72,10,15,9,7,NA,NA,NA,NA,NA
"23222","WBGene00022561",1.4094311,80,47,75,42,56,NA,NA,NA,NA,NA
"23223","WBGene00022562",0.765266597,1293,12028,14124,311,4109,NA,NA,NA,NA,NA
"23224","WBGene00022563",0.682471812,4,2,15,1,5,NA,NA,NA,NA,NA
"23225","WBGene00022564",0.735669136,479,315,291,78,293,NA,NA,NA,NA,NA
"23226","WBGene00022565",0.859508216,0,119,56,0,6,NA,NA,NA,NA,NA
"23227","WBGene00022566",0.724053621,0,693,72,2,38,NA,NA,NA,NA,NA
"23228","WBGene00022567",0.602982402,6,211,37,5,44,NA,NA,NA,NA,NA
"23229","WBGene00022568",0.642038941,1,1621,316,1,161,NA,NA,NA,NA,NA
"23230","WBGene00022569",0.961577177,240,14685,4189,62,1756,NA,NA,NA,0.699449599,NA
"23231","WBGene00022570",0.702479422,3,58,22,1,14,NA,NA,NA,NA,NA
"23232","WBGene00022571",0.726490498,0,107,503,4,73,NA,NA,NA,NA,NA
"23233","WBGene00022571",0.610601664,0,107,503,4,73,NA,NA,NA,NA,NA
"23234","WBGene00022572",0.686353683,4,159,295,15,71,NA,NA,NA,NA,NA
"23235","WBGene00022573",0.602283776,5,173,198,13,181,NA,NA,NA,NA,NA
"23236","WBGene00022574",0.414581776,31,593,1425,15,243,NA,NA,NA,NA,NA
"23237","WBGene00022575",0.535494268,0,262,55,6,43,NA,NA,NA,NA,NA
"23238","WBGene00022576",0.373614311,1111,846,424,55,353,NA,NA,NA,NA,NA
"23239","WBGene00022577",0.759454131,3972,16,13,0,1615,NA,NA,NA,NA,NA
"23240","WBGene00022578",0.772299886,0,0,0,0,0,NA,NA,NA,NA,NA
"23241","WBGene00022579",1.238141298,7143,6455,3701,1555,2685,NA,NA,NA,NA,NA
"23242","WBGene00022580",0.592855394,18935,17379,9950,3852,8733,NA,NA,NA,NA,NA
"23243","WBGene00022581",1.308122039,7,15,45,2,68,NA,NA,NA,NA,NA
"23244","WBGene00022583",0.758747876,5062,6167,3931,1135,3562,NA,NA,NA,NA,NA
"23245","WBGene00022584",1.190901756,77,3224,671,187,201,NA,NA,NA,NA,NA
"23246","WBGene00022586",0.938508093,1486,36,287,1467,71,NA,NA,NA,NA,NA
"23247","WBGene00022586",0.922745049,1486,36,287,1467,71,NA,NA,NA,NA,NA
"23248","WBGene00022588",0.715166032,30,524,207,5,77,NA,NA,NA,NA,NA
"23249","WBGene00022589",0.886952341,0,5,8,41,41,NA,NA,NA,NA,NA
"23250","WBGene00022590",0.766366184,66,209,241,250,181,NA,NA,NA,NA,NA
"23251","WBGene00022591",0.827792406,15016,361,290,34,5162,NA,NA,0.696317494,NA,NA
"23252","WBGene00022592",0.521054745,79,9410,3690,105,1693,NA,NA,NA,0.337581873,NA
"23253","WBGene00022593",0.827456236,2256,5728,3201,745,4158,NA,NA,NA,NA,NA
"23254","WBGene00022593",0.778767705,2256,5728,3201,745,4158,NA,NA,NA,NA,NA
"23255","WBGene00022594",0.628347754,64,24,7,13,17,NA,NA,NA,NA,NA
"23256","WBGene00022596",1.048306823,5,195,17,95,77,NA,NA,NA,NA,NA
"23257","WBGene00022597",0.880006373,48,6596,18926,283,364,NA,0.61012733,NA,NA,NA
"23258","WBGene00022598",0.763118148,3451,3792,5178,3291,3288,NA,NA,NA,NA,NA
"23259","WBGene00022599",1.87280786,7674,31731,11016,9766,18143,NA,NA,NA,NA,NA
"23260","WBGene00022600",0.85330236,3,417,0,0,6,NA,NA,NA,NA,NA
"23261","WBGene00022601",0.981654286,13,1160,72,1,53,NA,NA,NA,NA,NA
"23262","WBGene00022603",0.670112431,11947,15395,5598,3842,4349,NA,NA,NA,NA,NA
"23263","WBGene00022604",0.522835732,2,13,24,1,14,NA,NA,NA,NA,NA
"23264","WBGene00022605",0.404836118,35,71,48,2,16,NA,NA,NA,NA,NA
"23265","WBGene00022606",0.4198246,20,167,165,4,35,NA,NA,NA,NA,NA
"23266","WBGene00022608",1.619619846,15,9793,2392,168,1338,NA,NA,NA,1.263673663,NA
"23267","WBGene00022609",1.70757854,127,841,1057,90,326,NA,NA,NA,NA,NA
"23268","WBGene00022610",1.620930195,176,18436,86,3425,5874,NA,NA,NA,1.479058981,NA
"23269","WBGene00022610",1.637912512,176,18436,86,3425,5874,NA,NA,NA,1.479058981,NA
"23270","WBGene00022611",1.09848237,2382,97,40,9,1572,NA,NA,NA,NA,NA
"23271","WBGene00022612",0.839238644,10563,313,41,18,1380,NA,NA,0.645678282,NA,NA
"23272","WBGene00022613",1.081931472,4226,8346,2056,988,3135,NA,NA,NA,NA,NA
"23273","WBGene00022613",1.060819745,4226,8346,2056,988,3135,NA,NA,NA,NA,NA
"23274","WBGene00022614",1.546806574,563,7451,2572,54,839,NA,NA,NA,1.505563855,NA
"23275","WBGene00022615",1.454589009,19558,5732,1909,311,5854,NA,NA,1.457508564,NA,NA
"23276","WBGene00022616",0.472501844,23,4,1,1,401,NA,NA,NA,NA,NA
"23277","WBGene00022617",0.601579487,1,2,0,35,28,NA,NA,NA,NA,NA
"23278","WBGene00022618",0.747899592,2419,3248,3364,1437,2919,NA,NA,NA,NA,NA
"23279","WBGene00022618",0.670725167,2419,3248,3364,1437,2919,NA,NA,NA,NA,NA
"23280","WBGene00022618",0.733644605,2419,3248,3364,1437,2919,NA,NA,NA,NA,NA
"23281","WBGene00022619",1.314562798,2,35,0,0,2,NA,NA,NA,NA,NA
"23282","WBGene00022620",0.893632054,2795,3130,3002,1690,1084,NA,NA,NA,NA,NA
"23283","WBGene00022621",1.485412836,1,3,2,239,257,NA,NA,NA,NA,NA
"23284","WBGene00022623",0.70010519,1613,3930,1910,36,478,NA,NA,NA,NA,NA
"23285","WBGene00022623",0.700178683,1613,3930,1910,36,478,NA,NA,NA,NA,NA
"23286","WBGene00022624",0.679174185,8,42,37,0,14,NA,NA,NA,NA,NA
"23287","WBGene00022627",0.650527894,907,289,58,11,370,NA,NA,NA,NA,NA
"23288","WBGene00022628",0.86289084,122,23,2,30,279,NA,NA,NA,NA,NA
"23289","WBGene00022629",0.883375168,2542,2902,1860,2892,2744,NA,NA,NA,NA,NA
"23290","WBGene00022631",0.547470868,1091,3739,1935,201,992,NA,NA,NA,NA,NA
"23291","WBGene00022632",1.234529376,4,81,13,182,132,NA,NA,NA,NA,NA
"23292","WBGene00022633",0.470969081,289,1743,1576,572,1496,NA,NA,NA,NA,NA
"23293","WBGene00022634",1.117149472,7,211,34,339,375,NA,NA,NA,NA,NA
"23294","WBGene00022635",0.668954849,162,8677,3646,119,1765,NA,NA,NA,0.444054693,NA
"23295","WBGene00022637",1.134823084,1,7,24,0,8,NA,NA,NA,NA,NA
"23296","WBGene00022638",0.75272584,49,3,12,9,4,NA,NA,NA,NA,NA
